date,site,team,div,t_score,opp,div,o_score
2016-09-18,home,Bridgewater St.,D3,1.6,Wheaton (MA),D3,1.2
2016-09-21,home,Bridgewater St.,D3,1.0,Clark (MA),D3,1.3
2016-09-15,home,Bridgewater (VA),D3,1.6,Southern Va.,D3,1.0
2016-09-17,home,Brooklyn,D3,2.1,Lehman,D3,1.5
2016-09-19,home,Brooklyn,D3,0.8,Kean,D3,2.3
2016-09-21,home,Bryant,D1,0.8,UMass Lowell,D1,1.9
2016-09-15,home,Bryn Athyn,D3,2.9,Gwynedd Mercy,D3,2.1
2016-09-17,home,Bryn Athyn,D3,3.5,Gallaudet,D3,2.0
2016-09-18,home,Bryn Athyn,D3,4.7,Wilson,D3,2.9
2016-09-17,home,Bucknell,D1,1.0,Fairleigh Dickinson,D1,1.4
2016-09-21,home,Buffalo,D1,2.6,St. Bonaventure,D1,0.4
2016-09-16,home,Buffalo St.,D3,3.8,D'Youville,D3,0.4
2016-09-17,home,Buffalo St.,D3,1.0,Clarkson,D3,0.7
2016-09-20,home,Butler,D1,2.4,Evansville,D1,1.1
2016-09-15,home,BYU-Hawaii,D2,1.0,Simon Fraser,D2,1.9
2016-09-21,home,Cabrini,D3,1.9,Albright,D3,1.2
2016-09-21,home,Cairn,D3,1.1,Lebanon Valley,D3,2.2
2016-09-17,home,Caldwell,D2,2.0,Chestnut Hill,D2,1.3
2016-09-16,home,California,D1,1.3,Omaha,D1,1.9
2016-09-18,home,California,D1,0.9,Harvard,D1,1.3
2016-09-17,neutral,California Baptist,D2,2.2,Mary,D2,1.2
2016-09-17,home,California (PA),D2,1.3,West Chester,D2,0.9
2016-09-21,home,California (PA),D2,1.4,Cedarville,D2,0.7
2016-09-21,home,Cal Lutheran,D3,2.6,Caltech,D3,1.0
2016-09-17,home,Cal Poly,D1,0.7,San Diego St.,D1,1.5
2016-09-16,home,Cal St. Dom. Hills,D2,2.0,Stanislaus St.,D2,1.1
2016-09-18,home,Cal St. Dom. Hills,D2,1.4,Cal St. East Bay,D2,1.0
2016-09-16,home,Cal St. L.A.,D2,1.6,Cal St. East Bay,D2,1.0
2016-09-18,home,Cal St. L.A.,D2,2.2,Stanislaus St.,D2,1.0
2016-09-18,home,Cal St. Monterey Bay,D2,1.6,Chico St.,D2,1.2
2016-09-17,home,Caltech,D3,1.1,Claremont-M-S,D3,2.9
2016-09-21,home,Calvin,D3,1.7,Kalamazoo,D3,0.6
2016-09-20,home,Campbell,D1,1.9,Belmont,D1,1.7
2016-09-16,home,Canisius,D1,1.7,St. Bonaventure,D1,0.6
2016-09-17,home,Capital,D3,1.8,Waynesburg,D3,0.6
2016-09-17,home,Carleton,D3,2.1,Augsburg,D3,0.9
2016-09-19,home,Carnegie Mellon,D3,2.3,Allegheny,D3,1.0
2016-09-17,home,Carroll (WI),D3,1.3,St. Norbert,D3,1.4
2016-09-21,home,Carson-Newman,D2,2.4,Mars Hill,D2,0.7
2016-09-16,home,Carthage,D3,1.4,Loras,D3,1.6
2016-09-17,home,Castleton,D3,1.3,New England Col.,D3,1.2
2016-09-20,home,Castleton,D3,1.3,Norwich,D3,1.4
2016-09-17,home,Catholic,D3,1.9,Guilford,D3,1.0
2016-09-17,home,Cazenovia,D3,1.6,Penn St.-Berks,D3,1.2
2016-09-18,home,Cazenovia,D3,1.0,Lancaster Bible,D3,1.4
2016-09-17,home,CCNY,D3,0.9,Staten Island,D3,2.3
2016-09-21,home,CCNY,D3,1.8,Lehman,D3,2.7
2016-09-18,home,Central Conn. St.,D1,0.8,Canisius,D1,0.8
2016-09-21,home,Central Conn. St.,D1,1.2,Manhattan,D1,0.6
2016-09-17,home,Central (IA),D3,3.8,Principia,D3,1.0
2016-09-18,home,Chapman,D3,1.0,Chris. Newport,D3,2.6
2016-09-19,home,Chapman,D3,2.0,Pomona-Pitzer,D3,1.5
2016-09-18,home,Chicago,D3,2.4,Wartburg,D3,0.9
2016-09-17,home,Chowan,D2,0.8,Charleston (WV),D2,1.8
2016-09-21,home,Christian Bros.,D2,4.2,Rhodes,D3,1.0
2016-09-17,home,Cincinnati,D1,1.0,Bowling Green,D1,1.2
2016-09-17,home,Clayton St.,D2,1.4,Lander,D2,1.9
2016-09-20,home,Clemson,D1,2.6,Gardner-Webb,D1,1.1
2016-09-20,home,Cleveland St.,D1,1.5,Duquesne,D1,0.9
2016-09-17,home,Cobleskill St.,D3,1.0,Wells,D3,1.4
2016-09-16,home,Coe,D3,1.1,Greenville,D3,1.5
2016-09-21,home,Colby-Sawyer,D3,1.3,UMass Boston,D3,2.4
2016-09-16,home,Colgate,D1,1.5,New Hampshire,D1,1.0
2016-09-18,home,Colgate,D1,1.1,Saint Francis (PA),D1,0.8
2016-09-16,home,Colorado St.-Pueblo,D2,3.5,Colo. Christian,D2,0.9
2016-09-18,home,Colorado St.-Pueblo,D2,1.0,Colorado Mines,D2,1.5
2016-09-18,home,Concord,D2,3.0,West Va. Wesleyan,D2,1.5
2016-09-18,home,Concordia Chicago,D3,1.4,Marian (WI),D3,1.3
2016-09-21,home,Concordia (NY),D2,1.3,Post,D2,1.9
2016-09-17,home,Concordia (TX),D3,6.2,Louisiana Col.,D3,1.0
2016-09-17,home,Connecticut Col.,D3,5.0,Elms,D3,1.0
2016-09-20,home,Connecticut Col.,D3,1.3,Coast Guard,D3,1.1
2016-09-16,home,Cornell,D1,1.0,Saint Francis (PA),D1,1.6
2016-09-18,home,Cornell,D1,1.4,New Hampshire,D1,2.0
2016-09-20,home,Cornell,D1,0.9,Syracuse,D1,2.0
2016-09-18,home,Cornell College,D3,2.3,Buena Vista,D3,1.2
2016-09-21,home,Cornell College,D3,1.6,Grinnell,D3,1.5
2016-09-16,home,Covenant,D3,1.6,Averett,D3,1.3
2016-09-17,home,Covenant,D3,1.4,William Peace,D3,2.2
2016-09-17,home,Creighton,D1,1.8,Seton Hall,D1,0.7
2016-09-21,home,Creighton,D1,1.2,Denver,D1,0.8
2016-09-17,home,Crown (MN),D3,1.3,Martin Luther,D3,1.8
2016-09-21,home,Crown (MN),D3,0.9,North Central (MN),D3,2.3
2016-09-15,home,CSU Bakersfield,D1,0.8,UC Davis,D1,0.6
2016-09-18,home,Curry,D3,1.5,Maine Maritime,D3,1.2
2016-09-21,home,Curry,D3,1.2,Johnson & Wales (RI),D3,1.5
2016-09-16,home,Daemen,D2,0.9,Mercy,D2,3.8
2016-09-18,home,Daemen,D2,1.3,St. Thomas Aquinas,D2,4.6
2016-09-21,home,Dartmouth,D1,1.6,Hartford,D1,0.8
2016-09-15,home,Davis & Elkins,D2,1.7,Ohio Valley,D2,2.0
2016-09-17,home,Davis & Elkins,D2,1.5,Cedarville,D2,1.7
2016-09-17,home,Dayton,D1,1.6,Fort Wayne,D1,1.4
2016-09-17,home,Delaware,D1,1.2,William & Mary,D1,1.1
2016-09-20,home,Delaware,D1,1.3,Virginia Tech,D1,0.9
2016-09-17,home,Delaware Valley,D3,1.6,Immaculata,D3,1.4
2016-09-21,home,Denison,D3,3.0,Muskingum,D3,1.2
2016-09-15,home,Denver,D1,1.4,Saint Louis,D1,0.7
2016-09-17,home,Denver,D1,1.9,North Florida,D1,1.2
2016-09-17,home,DePauw,D3,1.5,Centre,D3,1.1
2016-09-17,home,Detroit,D1,1.0,Cleveland St.,D1,1.0
2016-09-21,home,Detroit,D1,1.4,Oakland,D1,0.7
2016-09-21,home,Dickinson,D3,1.4,Mary Washington,D3,2.3
2016-09-17,home,Dist. Columbia,D2,1.3,Bridgeport,D2,1.4
2016-09-17,home,Dixie St.,D2,2.3,Northwest Nazarene,D2,1.6
2016-09-21,home,Dominican (IL),D3,1.2,Wis. Lutheran,D3,1.1
2016-09-17,home,Drake,D1,0.9,Loyola Chicago,D1,1.7
2016-09-21,home,Drew,D3,2.4,TCNJ,D3,2.0
2016-09-20,home,Drexel,D1,1.4,Princeton,D1,1.1
2016-09-17,home,Dubuque,D3,2.3,MSOE,D3,0.7
2016-09-16,home,Duke,D1,1.0,Wake Forest,D1,0.7
2016-09-20,home,Duke,D1,1.7,Ga. Southern,D1,0.8
2016-09-18,home,D'Youville,D3,1.8,Alfred St.,D3,2.1
2016-09-20,home,D'Youville,D3,1.0,Fredonia,D3,3.2
2016-09-17,home,Eastern,D3,2.0,Centenary (NJ),D3,0.7
2016-09-20,home,Eastern,D3,1.2,Salisbury,D3,0.8
2016-09-17,home,Eastern Conn. St.,D3,1.9,UMass Dartmouth,D3,2.0
2016-09-20,home,Eastern Conn. St.,D3,1.5,Gordon,D3,1.4
2016-09-21,home,Eastern Nazarene,D3,2.3,Pine Manor,D3,1.0
2016-09-17,home,East. Mennonite,D3,2.6,Albright,D3,1.0
2016-09-21,home,East. Mennonite,D3,1.5,Bridgewater (VA),D3,1.0
2016-09-18,home,East Tenn. St.,D1,2.2,UNC Asheville,D1,1.0
2016-09-17,home,East Tex. Baptist,D3,2.4,Rhodes,D3,1.0
2016-09-17,home,Edgewood,D3,3.1,Aurora,D3,3.5
2016-09-21,home,Elizabethtown,D3,3.0,Alvernia,D3,0.6
2016-09-16,home,Elmhurst,D3,0.8,Chicago,D3,0.9
2016-09-20,home,Elmhurst,D3,1.5,Concordia Wisconsin,D3,0.9
2016-09-17,home,Elmira,D3,1.9,Utica,D3,1.2
2016-09-21,home,Elms,D3,1.6,Worcester St.,D3,3.2
2016-09-17,home,Emmanuel (MA),D3,2.2,Newbury,D3,2.4
2016-09-19,home,Emmanuel (MA),D3,1.2,WPI,D3,1.5
2016-09-17,home,Emory,D3,2.1,Oglethorpe,D3,1.2
2016-09-21,home,Emory,D3,1.7,Sewanee,D3,1.8
2016-09-17,home,Endicott,D3,1.4,Curry,D3,0.8
2016-09-19,home,Endicott,D3,1.7,Trinity (CT),D3,0.9
2016-09-17,home,Erskine,D2,1.4,Lees-McRae,D2,1.4
2016-09-21,home,Eureka,D3,1.3,Blackburn,D3,1.0
2016-09-17,home,Farmingdale St.,D3,1.8,Purchase,D3,1.1
2016-09-17,home,FDU-Florham,D3,1.9,Marywood,D3,1.6
2016-09-21,home,FDU-Florham,D3,1.2,Centenary (NJ),D3,2.1
2016-09-18,home,Felician,D2,1.5,Georgian Court,D2,1.3
2016-09-17,home,FGCU,D1,1.2,UNCW,D1,2.0
2016-09-20,home,FGCU,D1,1.6,Fla. Atlantic,D1,1.1
2016-09-18,home,Findlay,D2,1.1,Tiffin,D2,1.6
2016-09-17,home,FIU,D1,0.9,Kentucky,D1,1.1
2016-09-17,home,Fla. Atlantic,D1,1.3,South Carolina,D1,1.0
2016-09-17,home,Flagler,D2,1.6,Young Harris,D2,1.9
2016-09-21,home,Fla. Southern,D2,1.1,Eckerd,D2,1.2
2016-09-17,home,Florida Tech,D2,0.9,Eckerd,D2,1.1
2016-09-16,home,Fort Lewis,D2,2.7,South Dakota Mines,D2,1.9
2016-09-18,home,Fort Lewis,D2,1.2,Regis (CO),D2,2.3
2016-09-17,home,Framingham St.,D3,1.6,Fitchburg St.,D3,0.9
2016-09-21,home,Framingham St.,D3,1.2,Rhode Island Col.,D3,1.2
2016-09-17,home,Franciscan,D3,1.7,Bethany (WV),D3,1.8
2016-09-17,home,Francis Marion,D2,1.5,Montevallo,D2,1.7
2016-09-18,home,Franklin,D3,2.5,Spalding,D3,1.6
2016-09-21,home,Franklin Pierce,D2,3.0,American Int'l,D2,1.5
2016-09-21,home,Frank. & Marsh.,D3,0.9,Rowan,D3,1.2
2016-09-17,home,Fredonia,D3,2.4,Geneva,D3,1.5
2016-09-15,home,Frostburg St.,D3,1.3,Penn St.-Altoona,D3,1.0
2016-09-20,home,Furman,D1,1.5,South Carolina,D1,0.9
2016-09-17,home,Gannon,D2,2.5,Lock Haven,D2,1.1
2016-09-21,home,Gannon,D2,4.0,Dist. Columbia,D2,0.8
2016-09-17,home,Gardner-Webb,D1,3.8,VMI,D1,1.6
2016-09-21,home,Geneva,D3,1.8,La Roche,D3,1.2
2016-09-17,home,George Fox,D3,1.3,Pacific Lutheran,D3,3.1
2016-09-18,home,George Fox,D3,0.9,Puget Sound,D3,2.4
2016-09-17,home,Georgia St.,D1,2.0,Presbyterian,D1,0.9
2016-09-17,home,Goldey-Beacom,D2,3.1,Concordia (NY),D2,1.4
2016-09-19,home,Goldey-Beacom,D2,2.0,East Stroudsburg,D2,1.3
2016-09-21,home,Goldey-Beacom,D2,2.3,Georgian Court,D2,1.3
2016-09-17,home,Gordon,D3,3.4,Nichols,D3,1.7
2016-09-15,home,Grand Canyon,D1,2.4,IUPUI,D1,0.9
2016-09-18,home,Grand Canyon,D1,1.4,Pacific,D1,1.4
2016-09-17,home,Green Mountain,D3,1.1,Southern Vt.,D3,3.6
2016-09-20,home,Greenville,D3,1.4,Illinois Col.,D3,1.1
2016-09-17,home,Gwynedd Mercy,D3,1.3,Widener,D3,1.2
2016-09-21,home,Gwynedd Mercy,D3,1.1,Arcadia,D3,1.8
2016-09-17,home,Hamilton,D3,1.4,Trinity (CT),D3,1.0
2016-09-18,home,Hamilton,D3,1.2,SUNY Oneonta,D3,1.5
2016-09-21,home,Hamilton,D3,1.0,Ithaca,D3,1.3
2016-09-17,home,Hamline,D3,2.0,Wis.-Superior,D3,0.7
2016-09-19,home,Hamline,D3,4.2,Bethany Lutheran,D3,0.5
2016-09-17,home,Hampden-Sydney,D3,1.8,Sewanee,D3,1.1
2016-09-18,home,Hampden-Sydney,D3,1.5,Birmingham-So.,D3,1.2
2016-09-21,home,Hampden-Sydney,D3,1.4,Catholic,D3,0.6
2016-09-15,home,Harding,D2,2.1,Delta St.,D2,0.9
2016-09-16,home,Hardin-Simmons,D3,2.1,Texas-Tyler,D3,1.6
2016-09-17,home,Hardin-Simmons,D3,1.6,Ozarks (AR),D3,1.3
2016-09-17,home,Haverford,D3,1.1,Johns Hopkins,D3,0.8
2016-09-17,home,Hawaii Hilo,D2,1.5,Chaminade,D2,1.6
2016-09-17,home,Hawaii Pacific,D2,1.0,Simon Fraser,D2,1.8
2016-09-17,home,Heidelberg,D3,1.0,Grove City,D3,2.1
2016-09-18,home,Hendrix,D3,0.5,Harding,D2,2.5
2016-09-21,home,Hendrix,D3,1.0,East Tex. Baptist,D3,1.9
2016-09-21,home,High Point,D1,2.4,George Mason,D1,1.0
2016-09-17,home,Hilbert,D3,2.4,Saint Vincent,D3,1.5
2016-09-17,home,Hiram,D3,1.6,John Carroll,D3,1.4
2016-09-20,home,Hobart,D3,1.8,Utica,D3,1.2
2016-09-17,home,Hofstra,D1,1.4,James Madison,D1,0.8
2016-09-17,home,Holy Cross,D1,1.5,Quinnipiac,D1,1.1
2016-09-17,home,Holy Family,D2,1.8,Dominican (NY),D2,2.0
2016-09-21,home,Hood,D3,4.4,Gallaudet,D3,0.8
2016-09-17,home,Hope,D3,0.9,Calvin,D3,2.0
2016-09-21,home,Hope,D3,1.7,Trine,D3,0.8
2016-09-20,home,Houghton,D3,3.0,Pitt.-Bradford,D3,0.5
2016-09-17,home,Howard,D1,1.3,Monmouth,D1,1.1
2016-09-15,home,Howard Payne,D3,1.0,East Tex. Baptist,D3,1.9
2016-09-16,home,Humboldt St.,D2,1.4,Cal St. San B'dino,D2,1.1
2016-09-18,home,Humboldt St.,D2,0.8,Cal Poly Pomona,D2,0.8
2016-09-17,home,Husson,D3,1.1,Colby-Sawyer,D3,1.8
2016-09-20,home,Husson,D3,0.8,Colby,D3,1.1
2016-09-20,home,Ill.-Chicago,D1,1.3,Drake,D1,1.6
2016-09-18,home,Illinois Col.,D3,1.0,Carroll (WI),D3,1.4
2016-09-17,home,Ill. Wesleyan,D3,1.5,Wartburg,D3,1.5
2016-09-18,home,Ill. Wesleyan,D3,2.0,Coe,D3,0.6
2016-09-21,home,Immaculata,D3,1.2,Wm. Paterson,D3,1.9
2016-09-17,home,Incarnate Word,D1,1.5,Central Ark.,D1,1.4
2016-09-18,home,Indiana,D1,1.8,Northwestern,D1,0.6
2016-09-20,home,Indiana,D1,2.9,IUPUI,D1,0.7
2016-09-17,home,Iona,D1,1.7,Hartford,D1,1.4
2016-09-17,home,Iowa Wesleyan,D3,1.8,Buena Vista,D3,1.4
2016-09-21,home,Iowa Wesleyan,D3,1.9,Coe,D3,1.0
2016-09-19,home,IPFW,D1,1.1,UTRGV,D1,1.2
2016-09-18,home,Ithaca,D3,1.2,Stevens,D3,0.8
2016-09-21,home,Jacksonville,D1,1.2,NJIT,D1,1.3
2016-09-21,home,James Madison,D1,0.8,Radford,D1,1.4
2016-09-20,home,John Carroll,D3,1.4,CWRU,D3,1.3
2016-09-17,home,John Jay,D3,0.9,Hunter,D3,2.4
2016-09-21,home,John Jay,D3,1.0,Medgar Evers,D3,2.6
2016-09-17,home,Johnson St.,D3,1.2,Thomas (ME),D3,4.0
2016-09-17,home,Kean,D3,3.0,Stockton,D3,0.6
2016-09-21,home,Kentucky,D1,1.6,ETSU,D1,0.7
2016-09-21,home,Kenyon,D3,2.3,Centre,D3,0.9
2016-09-18,home,Keuka,D3,2.8,Cobleskill St.,D3,1.2
2016-09-17,home,Keystone,D3,1.2,Penn St.-Altoona,D3,1.0
2016-09-17,home,King's (PA),D3,2.4,Juniata,D3,1.0
2016-09-17,home,Knox,D3,1.3,Blackburn,D3,0.8
2016-09-20,home,Knox,D3,2.0,Fontbonne,D3,0.5
2016-09-17,home,Ky. Wesleyan,D2,0.9,Malone,D2,1.6
2016-09-20,home,Lafayette,D1,1.0,La Salle,D1,1.2
2016-09-17,home,LaGrange,D3,1.8,Huntingdon,D3,2.2
2016-09-20,home,Lakeland,D3,2.7,Maranatha Baptist,D3,3.1
2016-09-18,home,La Roche,D3,1.0,Marietta,D3,1.3
2016-09-17,home,Lasell,D3,1.1,Albertus Magnus,D3,2.0
2016-09-21,home,Lasell,D3,1.3,Westfield St.,D3,2.1
2016-09-21,home,La Verne,D3,1.5,Redlands,D3,2.1
2016-09-17,home,Lawrence,D3,1.6,Wis.-Platteville,D3,2.0
2016-09-21,home,Lees-McRae,D2,1.4,Limestone,D2,1.3
2016-09-17,home,Lehigh,D1,2.3,Robert Morris,D1,0.8
2016-09-20,home,Lehigh,D1,1.6,Penn,D1,1.0
2016-09-21,home,Le Moyne,D2,1.5,Saint Rose,D2,0.8
2016-09-21,home,Lenoir-Rhyne,D2,2.4,Catawba,D2,1.4
2016-09-16,home,Lesley ,D3,1.3,Emerson,D3,1.1
2016-09-17,home,Lesley ,D3,1.3,Daniel Webster,D3,1.0
2016-09-16,home,LeTourneau,D3,1.4,Rhodes,D3,1.0
2016-09-16,home,Lewis,D2,0.9,Drury,D2,1.7
2016-09-18,home,Lewis,D2,1.1,Missouri S&T,D2,1.1
2016-09-16,home,Liberty,D1,2.0,American,D1,1.4
2016-09-17,home,Limestone,D2,1.9,Belmont Abbey,D2,1.1
2016-09-21,home,Lincoln Memorial,D2,1.4,Tusculum,D2,1.2
2016-09-16,home,Lindenwood (MO),D2,2.4,Southern Nazarene,D2,1.0
2016-09-17,home,Lindenwood (MO),D2,0.8,Ouachita Baptist,D2,1.0
2016-09-21,home,Lipscomb,D1,1.7,Stetson,D1,0.9
2016-09-16,home,LIU Brooklyn,D1,1.0,Rider,D1,1.9
2016-09-18,home,LIU Brooklyn,D1,1.8,Manhattan,D1,0.9
2016-09-17,home,LIU Post,D2,2.5,Queens (NY),D2,0.7
2016-09-20,home,LIU Post,D2,3.7,Philadelphia U.,D2,0.6
2016-09-21,home,Lock Haven,D2,1.2,Shippensburg,D2,1.2
2016-09-17,home,Longwood,D1,1.7,Appalachian St.,D1,0.8
2016-09-20,home,Longwood,D1,0.9,George Washington,D1,0.7
2016-09-16,home,Louisville,D1,0.9,Notre Dame,D1,1.0
2016-09-18,home,Loyola Marymount,D1,0.9,CSU Bakersfield,D1,0.6
2016-09-15,home,Lubbock Christian,D2,0.8,Rogers St.,D2,0.9
2016-09-17,home,Lubbock Christian,D2,1.2,Newman,D2,0.9
2016-09-21,home,Luther,D3,1.4,Macalester,D3,1.4
2016-09-17,home,Lycoming,D3,1.2,Scranton,D3,1.3
2016-09-20,home,Lycoming,D3,1.9,Frostburg St.,D3,1.1
2016-09-21,home,Lynchburg,D3,1.4,Chris. Newport,D3,1.4
2016-09-17,home,Lyndon St.,D3,1.6,Me.-Farmington,D3,1.2
2016-09-21,home,Lynn,D2,2.1,Barry,D2,1.0
2016-09-17,home,Macalester,D3,1.1,Concordia-M'head,D3,0.6
2016-09-17,home,MacMurray,D3,1.8,Anderson (IN),D3,2.5
2016-09-17,home,Manhattanville,D3,1.8,Drew,D3,1.0
2016-09-17,home,Maranatha Baptist,D3,1.8,Greenville,D3,2.1
2016-09-21,home,Marian (WI),D3,3.1,Ripon,D3,0.9
2016-09-17,home,Marist,D1,1.7,Vermont,D1,1.4
2016-09-21,home,Marist,D1,2.0,Stony Brook,D1,1.1
2016-09-17,home,Marquette,D1,1.4,St. John's (NY),D1,1.8
2016-09-21,home,Marshall,D1,1.6,Northern Ky.,D1,0.8
2016-09-17,home,Mars Hill,D2,1.4,Catawba,D2,1.4
2016-09-17,neutral,Mary,D2,1.2,California Baptist,D2,2.2
2016-09-16,home,Mary Hardin-Baylor,D3,4.0,Louisiana Col.,D3,0.8
2016-09-18,home,Maryland,D1,2.1,Penn St.,D1,0.9
2016-09-18,home,Marymount (VA),D3,2.2,Methodist,D3,1.0
2016-09-21,home,Marymount (VA),D3,1.3,Gettysburg,D3,1.8
2016-09-16,home,Maryville (MO),D2,2.1,McKendree,D2,1.8
2016-09-18,home,Maryville (MO),D2,1.6,Ill.-Springfield,D2,1.5
2016-09-16,home,Maryville (TN),D3,3.0,Ferrum,D3,1.5
2016-09-18,home,Maryville (TN),D3,2.8,Greensboro,D3,1.5
2016-09-17,home,Massachusetts,D1,0.8,Brown,D1,1.5
2016-09-21,home,Mass. Maritime,D3,3.2,Anna Maria,D3,1.5
2016-09-21,home,McDaniel,D3,1.4,Goucher,D3,1.1
2016-09-20,home,MCLA,D3,1.9,Skidmore,D3,1.9
2016-09-16,home,McMurry,D3,1.9,Ozarks (AR),D3,2.3
2016-09-17,home,McMurry,D3,2.4,Texas-Tyler,D3,2.8
2016-09-17,home,Medaille,D3,1.2,Brockport,D3,1.0
2016-09-21,home,Me.-Farmington,D3,1.3,St. Joseph's (ME),D3,1.2
2016-09-18,home,Memphis,D1,1.9,Houston Baptist,D1,1.2
2016-09-17,home,Mercer,D1,1.5,Ga. Southern,D1,0.9
2016-09-17,home,Merchant Marine,D3,1.6,SUNY Maritime,D3,0.7
2016-09-21,home,Merchant Marine,D3,0.9,Stevens,D3,1.0
2016-09-21,home,Mercy,D2,3.0,Dominican (NY),D2,1.0
2016-09-17,home,Mercyhurst,D2,2.1,East Stroudsburg,D2,1.1
2016-09-17,home,Merrimack,D2,2.1,New Haven,D2,1.7
2016-09-17,home,Messiah,D3,4.9,Mt. St. Vincent,D3,0.7
2016-09-20,home,Messiah,D3,2.2,York (PA),D3,1.1
2016-09-16,home,Metro St.,D2,1.3,Colorado Mesa,D2,1.3
2016-09-21,home,Michigan,D1,0.7,Western Mich.,D1,1.5
2016-09-18,home,Michigan St.,D1,1.6,Michigan,D1,0.8
2016-09-17,home,Middlebury,D3,1.3,Amherst,D3,1.2
2016-09-21,home,Middlebury,D3,1.2,Keene St.,D3,1.8
2016-09-15,home,Midwestern St.,D2,1.0,West Tex. A&M,D2,1.1
2016-09-17,home,Midwestern St.,D2,1.3,Eastern N.M.,D2,0.9
2016-09-17,home,Millersville,D2,1.3,Slippery Rock,D2,1.1
2016-09-21,home,Millersville,D2,2.8,Pitt.-Johnstown,D2,1.1
2016-09-17,home,Millikin,D3,1.9,Rose-Hulman,D3,0.9
2016-09-21,home,Milwaukee,D1,2.0,Northern Ill.,D1,1.0
2016-09-21,home,Minn.-Morris,D3,0.7,Concordia-M'head,D3,1.2
2016-09-17,home,Misericordia,D3,2.0,York (PA),D3,1.9
