rd,name,p
2,Charlestown (WV),0.599
2,Cal Poly Pomona,0.533
2,Rockhurst,0.467
2,Pfeiffer,0.401
3,Charlestown (WV),0.429
3,Pfeiffer,0.256
3,Cal Poly Pomona,0.175
3,Rockhurst,0.140
