year,round_id,seed,division_id,school_id,team_name,bracket,p
2016,1,1,2,1013,Charlestown (WV),"{1,1,1}",1.0
2016,1,1,2,542,Pfeiffer,"{2,1,1}",1.0
2016,1,1,2,91,Cal Poly Pomona,"{3,2,1}",1.0
2016,1,1,2,1328,Rockhurst,"{4,2,1}",1.0
