year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2017	12440	3	4	Adrian	20	1478923.0	Boggs, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1478923.0	Sr	14	0
2017	12440	3	4	Adrian	7	1692527.0	Bonkowski, Dolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1692527.0	So	19	19
2017	12440	3	4	Adrian	31	1821944.0	Brown, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1821944.0	Fr	19	19
2017	12440	3	4	Adrian	9	1580063.0	Cain, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1580063.0	Jr	19	19
2017	12440	3	4	Adrian	15	1821936.0	Combs, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1821936.0	Fr	19	11
2017	12440	3	4	Adrian	17		Coy, Robert		So	0	0
2017	12440	3	4	Adrian	3	1692507.0	Davis, Tad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1692507.0	So	19	19
2017	12440	3	4	Adrian	25	1821941.0	Deese, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1821941.0	Fr	1	0
2017	12440	3	4	Adrian	18	1692522.0	Gensler, Wes	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1692522.0	So	12	0
2017	12440	3	4	Adrian	10	1692518.0	Gomes, Gabriel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1692518.0	Jr	3	0
2017	12440	3	4	Adrian	24	1821940.0	Gonzales, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1821940.0	Fr	5	1
