year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	error	exempted	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2014	11480	184	Detroit	08/30/2013	IUPUI	2699	IUPUI	http://stats.ncaa.org/team/index/11480?org_id=2699	false		true	T 0 - 0 (2OT)	false	false	false	0 - 0	0	0	true	2OT	2465777	http://stats.ncaa.org/game/index/2465777?org_id=184
2014	11480	184	Detroit	09/06/2013	Cornell @ Oneonta, NY	167	Cornell	http://stats.ncaa.org/team/index/11480?org_id=167	true	Oneonta, NY	true	T 1 - 1 (2OT)	false	false	false	1 - 1	1	1	true	2OT	2465893	http://stats.ncaa.org/game/index/2465893?org_id=184
2014	11480	184	Detroit	09/08/2013	Robert Morris @ Oneonta, NY	579	Robert Morris	http://stats.ncaa.org/team/index/11480?org_id=579	true	Oneonta, NY	true	T 0 - 0 (2OT)	false	false	false	0 - 0	0	0	true	2OT	2465779	http://stats.ncaa.org/game/index/2465779?org_id=184
2014	11480	184	Detroit	09/13/2013	@ Missouri St.	669	Missouri St.	http://stats.ncaa.org/team/index/11480?org_id=669	false		false	L 1 - 2 (2OT)	false	false	false	1 - 2	1	2	true	2OT	2341010	http://stats.ncaa.org/game/index/2341010?org_id=669
2014	11480	184	Detroit	09/15/2013	Dayton @ Springfield, Mo	175	Dayton	http://stats.ncaa.org/team/index/11480?org_id=175	true	Springfield, Mo	true	L 0 - 1	false	false	false	0 - 1	0	1	false		2465781	http://stats.ncaa.org/game/index/2465781?org_id=184
2014	11480	184	Detroit	09/20/2013	Buffalo	86	Buffalo	http://stats.ncaa.org/team/index/11480?org_id=86	false		true	T 2 - 2 (2OT)	false	false	false	2 - 2	2	2	true	2OT	2465993	http://stats.ncaa.org/game/index/2465993?org_id=184
2014	11480	184	Detroit	09/22/2013	Canisius	116	Canisius	http://stats.ncaa.org/team/index/11480?org_id=116	false		true	L 0 - 1	false	false	false	0 - 1	0	1	false		2465786	http://stats.ncaa.org/game/index/2465786?org_id=184
2014	11480	184	Detroit	09/28/2013	Milwaukee	797	Milwaukee	http://stats.ncaa.org/team/index/11480?org_id=797	false		true	L 3 - 5	false	false	false	3 - 5	3	5	false		2465787	http://stats.ncaa.org/game/index/2465787?org_id=184
2014	11480	184	Detroit	10/01/2013	@ IPFW	308	IPFW	http://stats.ncaa.org/team/index/11480?org_id=308	false		false	W 3 - 1	false	false	true	3 - 1	3	1	false		2438036	http://stats.ncaa.org/game/index/2438036?org_id=308
2014	11480	184	Detroit	10/05/2013	@ Oakland	514	Oakland	http://stats.ncaa.org/team/index/11480?org_id=514	false		false	L 1 - 2	false	false	false	1 - 2	1	2	false		2465783	http://stats.ncaa.org/game/index/2465783?org_id=184
2014	11480	184	Detroit	10/08/2013	@ Bowling Green	71	Bowling Green	http://stats.ncaa.org/team/index/11480?org_id=71	false		false	W 2 - 1	false	false	true	2 - 1	2	1	false		2457533	http://stats.ncaa.org/game/index/2457533?org_id=71
