year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2016	12241	2	30123	Academy of Art	17	1695678	Seech, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695678	Fr	18	18	1	""	2	16	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2016	12241	2	30123	Academy of Art	5	1362814	Fleschhut, Lennart	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1362814	Sr	18	18	""	""	0	5	""	""	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	10	1362819	Urbanyi, Kristof	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1362819	Sr	18	17	6	2	14	69	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3	""	3	3
2016	12241	2	30123	Academy of Art	0	1695665	Mendez, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695665	Fr	18	18	""	""	0	""	""	""	""	""	18	18	101,585	27	1.435	105	0.795	5	8	8	""	""	""	""	""
2016	12241	2	30123	Academy of Art	16	1695670	Gutierrez, Bobby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695670	Fr	17	17	1	""	2	9	2	""	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	9	1603758	Tombach, Alexander	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603758	So	17	16	1	4	6	16	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	19	1484375	Mendoza, Ricardo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1484375	Jr	17	14	1	""	2	6	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	14	1484377	Eldon, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1484377	Sr	16	14	""	""	0	10	3	2	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	13	1695669	Rodriguez, Matteo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695669	Fr	16	2	""	1	1	18	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	2	1484390	McLellan, Malcolm	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1484390	Sr	16	16	1	1	3	19	2	""	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	8	1603755	Jóhannesson, Jón	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603755	So	16	9	""	2	2	5	9	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	20	1695680	Santhiago, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695680	Fr	15	4	1	""	2	5	1	""	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	11	1695668	Erhunmwunsee, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1695668	Jr	15	8	4	""	8	17	2	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2
2016	12241	2	30123	Academy of Art	12	1603757	Haley, Patrik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603757	Sr	13	5	""	1	1	1	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	7	1603754	Payerchin, Dominic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603754	So	13	0	""	""	0	7	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	6	1603756	Walsh, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603756	So	12	9	4	""	8	13	2	1	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2016	12241	2	30123	Academy of Art	18	1373295	Gudbjartsson, Runar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1373295	Sr	11	11	""	1	1	""	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	30123	Academy of Art	15	1603760	Ingle, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1603760	So	6	2	""	""	0	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	17	1612416	Castro, Mario	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1612416	So	17	12	1	""	2	17	""	""	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	3	1373321	Weisenberger, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1373321	Sr	17	12	""	1	1	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	16	1511583	Webb, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1511583	So	17	5	""	""	0	9	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	7	1612414	Castro, Carlos	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1612414	So	17	12	""	""	0	13	""	""	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	11	1612418	Gibble, Benjamin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1612418	So	17	13	""	""	0	10	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	15	1612423	Mims, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1612423	Sr	17	14	""	""	0	6	""	""	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	0	1613303	Baumeister, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1613303	So	17	17	""	""	0	""	""	""	1	""	17	17	86,600	37	2.307	80	0.684	1	2	13	""	""	""	""	""
2016	12241	2	929	Adams St.	2	1723620	Wagner, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1723620	Jr	17	16	""	2	2	19	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	2	929	Adams St.	21	1373323	Fox, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12241&stats_player_seq=1373323	Sr	16	8	1	""	2	16	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
