year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	2	56	Bentley	4	1813893	Foster, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1813893	Jr	6	""	2	""	4	3	3	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	27	1916680	Acker, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1916680	So	6	""	""	1	1	1	1	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	10	1813900	Lopez, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1813900	Sr	5	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	29	2034293	Kibria, Arman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2034293	So	2	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	15	2034260	Rowe, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2034260	Fr	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	1	2034283	Maldarella, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2034283	Jr	1	""	""	""	0	""	""	""	""	""	""	1	""	12:24	0	0.000	""	""	""	""	""	""	0	0	""	""
2019	14060	2	56	Bentley	21	1914622	O'Shea, Denis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914622	So	1	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	20	2075604	Serrano, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075604	N/A	18	""	""	2	2	7	3	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	21	2075601	Reeves, Henry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075601	N/A	18	""	""	""	0	1	""	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	23	2075576	Passarelli, Gio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075576	N/A	18	""	""	1	1	3	1	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	4	1950150	Hontucan, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1950150	Sr	18	""	""	2	2	16	4	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	13	1947193	Sotelo, Gilbert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947193	Fr	18	""	1	""	2	11	3	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	19	1946897	Munivez, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946897	Jr	18	""	""	1	1	13	6	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	11	1946891	Finnegan, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946891	Jr	18	""	2	1	5	7	2	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	30220	Biola	25	1841879	Mattox, Kousei	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1841879	So	18	""	2	4	8	10	5	3	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	2	30220	Biola	12	1841876	Setran, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1841876	So	18	""	""	""	0	2	""	1	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	9	2075577	Thompson, Leo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075577	N/A	17	""	11	1	23	38	22	3	""	5	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	2
2019	14060	2	30220	Biola	27	2075603	Rubalcava, Oscar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075603	N/A	17	""	2	""	4	21	7	2	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	2	30220	Biola	18	2075575	MacIas, Lorenzo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075575	N/A	17	""	""	1	1	7	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	00	2075602	Rodriguez, Luis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075602	N/A	16	""	""	""	0	""	""	""	""	""	""	16	13	1366:31	19	1.251	41	0.683	4	6	7	""	0	0	""	""
2019	14060	2	30220	Biola	22	2077672	MacDonald, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2077672	N/A	15	""	1	1	3	29	13	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	14	1946900	Cybulski, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946900	So	15	""	1	""	2	7	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	30220	Biola	29	1946905	Pelayo, Alejandro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946905	Jr	15	""	1	""	2	3	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	10	2077671	Galadima, Atu	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2077671	N/A	13	""	2	""	4	25	10	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	2	30220	Biola	3	2077673	VanCleve, Axel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2077673	N/A	11	""	""	""	0	4	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	15	1947194	Sorenson, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947194	Fr	11	""	""	""	0	3	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	5	2084461	Unuigbe, Akhigbe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2084461	Jr	8	""	1	1	3	8	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	1	1950149	Muir, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1950149	So	5	""	""	""	0	""	""	""	""	""	""	5	4	316:19	5	1.423	7	0.583	1	2	1	""	0	0	""	""
2019	14060	2	30220	Biola	16	1946895	Lack, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946895	So	5	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	3	1956307	Cleve, Axel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1956307	Jr	3	""	""	""	0	3	""	3	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	17	2077670	Caeg, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2077670	N/A	3	""	""	1	1	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	7	1946889	Miranda, Wyatt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946889	Sr	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	6	1954416	Gomez, Jose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1954416	So	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	24	2079510	Reese, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2079510	N/A	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	5	2079511	Widigsson, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2079511	N/A	2	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	30220	Biola	2	1841866	Cruz, Yuri	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1841866	So	1	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	3	2071748	Mpouma, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071748	Jr	16	""	""	1	1	5	1	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	10	1934960	Medina, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1934960	Jr	16	""	2	3	7	28	11	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	984	Bloomfield	6	1934939	Jones, Kyeano	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1934939	Sr	16	""	""	""	0	5	""	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	17	1827026	Maldonado, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1827026	Jr	16	""	""	""	0	4	""	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	12	1827024	Valencia, Nathaniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1827024	Jr	16	""	""	1	1	10	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	2	1827066	Smart, Adrian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1827066	Sr	15	""	1	2	4	10	2	""	1	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	984	Bloomfield	20	1935017	Bashiri, Arman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1935017	Sr	14	""	6	1	13	21	15	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	3
2019	14060	2	984	Bloomfield	26	2076385	Reyes, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2076385	Fr	14	""	""	2	2	10	3	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	5	1934933	Shodimu, Toheeb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1934933	Sr	13	""	1	""	2	10	3	""	2	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	9	1934956	Watkins, Regsan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1934956	So	12	""	9	1	19	35	22	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	2
2019	14060	2	984	Bloomfield	30	2071753	Di Reumante, Andree'	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071753	Jr	11	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	19	2071750	Sparrow, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071750	So	11	""	1	1	3	8	5	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	25	2071720	Moore, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071720	So	11	""	1	""	2	2	2	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	13	2079094	Kenneh, Dauda	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2079094	N/A	10	""	1	2	4	19	7	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	0	2071747	Kornel, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071747	Fr	10	""	""	""	0	""	""	""	""	""	""	10	8	777:41	17	1.967	26	0.605	""	1	7	""	0	0	""	""
2019	14060	2	984	Bloomfield	21	1942820	Hughes, Alistair	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1942820	Fr	9	""	""	""	0	5	1	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	8	2076474	Turner, Horacho	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2076474	N/A	8	""	""	""	0	4	""	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	18	2071749	Brito, Jefferson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071749	Jr	8	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	16	2071719	Limas, Nestor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071719	Jr	8	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	00	2071746	Idrovo, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071746	Fr	8	""	""	""	0	""	""	""	""	2	""	8	8	705:00	11	1.404	31	0.738	3	6	2	""	0	0	""	""
2019	14060	2	984	Bloomfield	22	1714871	Cubero, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1714871	Sr	4	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	15	2076475	Quirino, Damien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2076475	N/A	4	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	11	1934973	Uchendu, Maxwell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1934973	Sr	4	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	24	2071751	Zolue, Ted	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2071751	So	4	""	""	1	1	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	7	1827028	Stirling, Warwick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1827028	Jr	2	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	984	Bloomfield	4	2091519	Ochefije, Richard	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2091519	N/A	1	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	21	2075749	Evans, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075749	Fr	18	""	""	1	1	10	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	6	2075733	Salehi, Bawe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075733	Jr	18	""	1	""	2	15	5	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	1	""	""
2019	14060	2	65	Bloomsburg	18	1951920	Cherry, Lael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1951920	So	18	""	""	2	2	26	14	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	3	1951919	King, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1951919	So	18	""	2	2	6	18	7	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	65	Bloomsburg	2	1924286	Luckenbaugh, Carter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1924286	So	18	""	2	7	11	15	5	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	8	1924284	Grycel, Kacper	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1924284	So	18	""	1	""	2	4	3	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	13	1809651	Goodall, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1809651	Jr	18	""	1	""	2	7	3	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	4	1809648	Novian, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1809648	Jr	18	""	1	""	2	16	4	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	14	1809652	Mitchell, Duncan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1809652	Jr	17	""	""	""	0	14	7	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	19	1956962	Partida, Luis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1956962	Fr	17	""	1	1	3	13	5	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	65	Bloomsburg	10	1843655	Madeira, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1843655	So	17	""	10	2	22	33	15	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	4	4	""	3
2019	14060	2	65	Bloomsburg	23	1924285	Rodriguez, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1924285	Sr	17	""	1	""	2	4	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	65	Bloomsburg	7	1809649	Bazadona, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1809649	Jr	16	""	4	1	9	29	15	""	1	2	""	""	""	""	0	""	""	""	""	""	""	""	0	1	""	2
2019	14060	2	65	Bloomsburg	28	1924289	Gould, Brock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1924289	So	13	""	""	""	0	""	""	""	""	2	""	13	12	1191:26	21	1.586	60	0.741	1	6	6	""	0	0	""	""
2019	14060	2	65	Bloomsburg	11	2075752	Gomez, Kelvy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075752	So	11	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	12	2075751	Gill, Harman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075751	Jr	11	""	""	""	0	3	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	17	2075750	Fiske, Haley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075750	Fr	10	""	""	1	1	2	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	65	Bloomsburg	27	2075754	Orner, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075754	So	5	""	""	""	0	""	""	""	""	""	""	5	5	450:00	9	1.800	22	0.710	2	2	3	""	0	0	""	""
2019	14060	2	65	Bloomsburg	15	2075732	Bazadona, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075732	Fr	5	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	19	2045790	Tovar, Kamrock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045790	Fr	15	""	""	4	4	7	3	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	8	2045783	Facey, Oscar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045783	Fr	15	""	5	4	14	37	19	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	3	2045777	Godden, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045777	Fr	15	""	4	2	10	14	7	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	2	74	Bridgeport	2	2045776	Schmelcher, Jonas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045776	Fr	15	""	""	1	1	6	3	1	1	3	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	2	74	Bridgeport	13	2045741	Cari, Luis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045741	Fr	15	""	""	2	2	8	6	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	10	1914713	Mendes, Gocalo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914713	Sr	15	""	""	2	2	15	4	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	7	1820540	Skagestad, Erlend	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820540	Jr	15	""	3	3	9	23	11	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	3	3	""	2
2019	14060	2	74	Bridgeport	6	1698099	Quintos, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1698099	Sr	15	""	1	""	2	7	3	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	74	Bridgeport	15	1698103	Felipe, Jhonah-George	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1698103	Sr	14	""	2	""	4	5	2	1	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	5	1804157	Montanella, Marlon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1804157	Sr	14	""	3	""	6	7	5	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	2	2	""	""
2019	14060	2	74	Bridgeport	22	2045792	Clark, Jesse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045792	Fr	12	""	3	""	6	8	5	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	74	Bridgeport	23	2045794	Avila, Leandro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045794	Jr	12	""	8	4	20	43	22	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	3
2019	14060	2	74	Bridgeport	25	2045798	Senyk, Oleh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045798	Fr	11	""	""	1	1	5	3	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	21	1820557	Salvador, Yoel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820557	Jr	10	""	1	2	4	14	4	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	12	2045785	Tofern, Carlos	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045785	Fr	10	""	""	""	0	""	""	""	""	""	""	10	10	821:21	13	1.424	40	0.755	2	6	3	""	0	0	""	""
2019	14060	2	74	Bridgeport	9	1820542	Vadseth, Nikolai	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820542	Jr	10	""	8	3	19	20	17	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	2	74	Bridgeport	11	1914728	Santos, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914728	Jr	10	""	3	1	7	12	6	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	17	1914761	Cota, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914761	So	8	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	14	2045788	Casey, Odhran	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2045788	Fr	8	""	""	2	2	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	1	1698098	Coviella, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1698098	Sr	8	""	""	""	0	1	""	""	""	""	""	8	4	542:24	10	1.659	16	0.615	""	4	1	""	0	0	""	""
2019	14060	2	74	Bridgeport	30	1820560	Traore, Mamadou	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820560	Jr	6	""	1	""	2	8	4	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	2	74	Bridgeport	27	1820556	Hirai, Shinichiro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820556	Jr	4	""	""	1	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	2	74	Bridgeport	18	1820547	Ishikawa, Yoshio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1820547	Sr	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
