year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2015	11701	3	4	Adrian	00	1378215	Taormina, Lino	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1378215	Jr	19	18	 	 	0	 	 	 	 	 	19	18	1663:46	44	2.380	106	0.707	2	4	13	 	 	 	 	 
2015	11701	3	4	Adrian	9	1603914	DiGiovanni, Ambrose	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1603914	N/A	19	17	1	 	2	11	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11701	3	4	Adrian	2	1580066	Lee, Bayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1580066	Fr	19	19	2	1	5	19	2	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	3	4	Adrian	6	1580063	Cain, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1580063	Fr	19	19	 	6	6	9	1	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	3	4	Adrian	19	1378221	Grattan, Conner	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1378221	Jr	19	17	 	 	0	1	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	3	4	Adrian	15	1580069	Shushtari, Shayan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1580069	Fr	18	14	4	 	8	20	3	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11701	3	4	Adrian	18	1580067	Mancini, Marcello	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1580067	Fr	18	18	 	 	0	5	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	3	4	Adrian	17	1478920	Masters-Clayborne, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1478920	Jr	18	12	1	 	2	16	3	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11701	3	4	Adrian	20	1378246	Jackson, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1378246	Jr	18	17	 	 	0	6	2	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	3	4	Adrian	7	1580065	Kissel, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1580065	Fr	17	2	 	1	1	7	1	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
