game_id	section_id	team_id	team_name	team_url	period_scores
3466321	0	344	Lake Forest		[0, 0, 1, 1]
3466321	1	614	St. Norbert		[0, 0, 0, 0]
3491045	0	987	Bluffton		[0, 1, 1]
3491045	1	585	Rose-Hulman		[1, 2, 3]
3476787	0	30114	Penn St.-Abington		[0, 2, 2]
3476787	1	30190	Penn College		[1, 0, 1]
3471888	0	549	Pomona-Pitzer		[1, 0, 1]
3471888	1	516	Occidental		[2, 1, 3]
3467382	0	337	Knox		[3, 2, 5]
3467382	1	166	Cornell College		[0, 0, 0]
3437345	0	532	Elms		[0, 1, 1]
3437345	1	22626	Johnson & Wales (RI)		[1, 1, 2]
3505464	0	22626	Johnson & Wales (RI)		[0, 1, 1]
3505464	1	623	Salve Regina		[0, 2, 2]
3469049	0	496	North Park		[2, 2, 4]
3469049	1	492	North Central (IL)		[2, 1, 3]
3447716	0	973	Berry		[0, 1, 1]
3447716	1	263	Greensboro		[0, 0, 0]
3487431	0	815	York (PA)		[2, 1, 3]
3487431	1	611	St. Mary's (MD)		[0, 0, 0]
3430303	0	808	WPI		[1, 1, 2]
3430303	1	571	Rhode Island Col.		[0, 0, 0]
3469052	0	764	Wesleyan (CT)		[1, 0, 1]
3469052	1	789	Williams		[0, 2, 2]
3423562	0	377	MacMurray		[0, 0, 0]
3423562	1	297	Illinois Col.		[3, 5, 8]
3434930	0	2741	Howard Payne		[0, 0, 1, 1]
3434930	1	1044	Dallas		[0, 0, 0, 0]
3462347	0	761	Wells		[0, 0, 0]
3462347	1	30067	Morrisville St.		[1, 0, 1]
3460129	0		UC Merced		[0, 0, 0]
3460129	1	113	UC Santa Cruz		[2, 0, 2]
3445254	0	23725	Medaille		[0, 0, 0, 0]
3445254	1	9500	SUNY Poly		[0, 0, 1, 1]
3429856	0	1059	D'Youville		[0, 0, 0]
3429856	1	1159	Keuka		[3, 5, 8]
3466358	0		Kuyper		[1, 0, 0, 1]
3466358	1	30032	Finlandia		[0, 1, 1, 2]
3457838	0	119	Carnegie Mellon		[0, 0, 0, 0, 0]
3457838	1	137	Chicago		[0, 0, 0, 0, 0]
3479069	0	751	Wash. & Jeff.		[1, 0, 1]
3479069	1	30064	Saint Vincent		[0, 0, 0]
3480149	0	30047	Keystone		[1, 0, 1]
3480149	1	397	Marywood		[2, 2, 4]
3430577	0	675	Staten Island		[0, 1, 1]
3430577	1	259	Rowan		[2, 1, 3]
3486997	0	580	Rochester Inst.		[0, 2, 2]
3486997	1	313	Ithaca		[0, 1, 1]
3434634	0	30042	Mitchell		[0, 0, 0]
3434634	1	30065	Lyndon St.		[0, 1, 1]
3451363	0	557	Puget Sound		[0, 1, 1]
3451363	1	785	Willamette		[0, 2, 2]
3486110	0	633	Scranton		[0, 0, 0]
3486110	1	526	SUNY Oneonta		[2, 1, 3]
3482433	0	621	Salem St.		[0, 0, 0]
3482433	1	227	Fitchburg St.		[0, 3, 3]
3431344	0	1050	Defiance		[0, 0, 0]
3431344	1	23260	Spalding		[2, 1, 3]
3472941	0	8746	Southwestern (TX)		[0, 2, 0, 2]
3472941	1	1400	Texas Lutheran		[1, 1, 1, 3]
3474268	0	679	Stevens		[1, 0, 1]
3474268	1	30160	Houghton		[0, 0, 0]
3493724	0	1267	Northland		[0, 0, 0]
3493724	1	1226	Minn.-Morris		[2, 3, 5]
3444228	0	4	Adrian		[0, 0, 0]
3444228	1	286	Hope		[1, 0, 1]
3501658	0	154	Colorado Col.		[1, 0, 1]
3501658	1	715	Trinity (TX)		[0, 2, 2]
3458806	0	337	Knox		[2, 3, 5]
3458806	1	577	Ripon		[1, 0, 1]
3466421	0	216	Emory & Henry		[1, 0, 1]
3466421	1	565	Randolph-Macon		[3, 1, 4]
3510508	0	58	Baruch		[0, 0, 0]
3510508	1	453	Muhlenberg		[4, 0, 4]
3435776	0	583	Roger Williams		[1, 0, 1]
3435776	1	170	Curry		[1, 1, 2]
3490479	0	38	Augsburg		[1, 1, 0, 0, 2]
3490479	1	620	St. Thomas (MN)		[0, 2, 0, 1, 3]
3461224	0	23624	Cazenovia		[0, 0, 0]
3461224	1	23725	Medaille		[0, 3, 3]
3428583	0	297	Illinois Col.		[1, 0, 1]
3428583	1	1111	Greenville		[0, 2, 2]
3472447	0	217	Emory		[0, 0, 0]
3472447	1	479	NYU		[0, 1, 1]
3423564	0	373	Lycoming		[0, 0, 0, 0, 0]
3423564	1	685	Susquehanna		[0, 0, 0, 0, 0]
3470608	0	59	Bethany (WV)		[1, 0, 1]
3470608	1	1434	Waynesburg		[1, 2, 3]
3465207	0	1182	Louisiana Col.		[0, 0, 0, 0, 0]
3465207	1	8490	LeTourneau		[0, 0, 0, 0, 0]
3444721	0	420	Middlebury		[0, 3, 3]
3444721	1	152	Colby-Sawyer		[0, 0, 0]
3507838	0	1402	Thomas More		[1, 1, 0, 1, 3]
3507838	1	496	North Park		[0, 2, 0, 0, 2]
3445229	0	492	North Central (IL)		[2, 1, 3]
3445229	1	344	Lake Forest		[1, 1, 2]
3422768	0	30040	Me.-Presque Isle		[0, 0, 0]
3422768	1	30065	Lyndon St.		[1, 1, 2]
3453508	0	15882	Rosemont		[2, 2, 4]
3453508	1	30047	Keystone		[3, 0, 3]
3435530	0	455	Muskingum		[1, 1, 2]
3435530	1	807	Wooster		[1, 0, 1]
3432630	0	16142	Misericordia		[0, 2, 2]
3432630	1	966	Arcadia		[1, 0, 1]
3427215	0	1130	Huntingdon		[1, 2, 3]
3427215	1	1124	Hendrix		[1, 1, 2]
3448247	0	573	Rhodes		[0, 0, 0]
3448247	1	555	Principia		[1, 2, 3]
3437121	0	673	Springfield		[1, 0, 0, 0, 1]
3437121	1	770	Western Conn. St.		[0, 1, 0, 0, 1]
3453505	0	1379	Southern Vt.		[0, 0, 0]
3453505	1	11036	Sage Colleges		[5, 1, 6]
3430660	0		Fisher		[1, 1, 2]
3430660	1	11062	Green Mountain		[1, 2, 3]
3468794	0	715	Trinity (TX)		[3, 5, 8]
3468794	1	125	Centenary (LA)		[2, 0, 2]
3452936	0	394	Marymount (VA)		[0, 0, 0]
3452936	1	8404	Hood		[3, 2, 5]
3422487	0	27892	Farmingdale St.		[0, 1, 0, 1, 2]
3422487	1	679	Stevens		[1, 0, 0, 0, 1]
3435624	0	8486	Lasell		[0, 1, 1]
3435624	1	605	St. Joseph's (ME)		[0, 0, 0]
3507471	0	278	Heidelberg		[0, 0, 0]
3507471	1	335	Kenyon		[2, 1, 3]
3422838	0	569	Regis (MA)		[0, 0, 0]
3422838	1	27901	Mount Ida		[0, 2, 2]
3453532	0	242	Fredonia		[1, 1, 2]
3453532	1	23624	Cazenovia		[1, 0, 1]
3434956	0	1203	Mary Hardin-Baylor		[0, 0, 0]
3434956	1	154	Colorado Col.		[2, 0, 2]
3437351	0	962	Bard		[0, 0, 0]
3437351	1	475	SUNY New Paltz		[1, 2, 3]
3475522	0	588	Rutgers-Camden		[1, 1, 2]
3475522	1	442	Montclair St.		[3, 2, 5]
3436835	0	390	Mary Washington		[0, 0, 0]
3436835	1	122	Case		[0, 2, 2]
3487886	0	113	UC Santa Cruz		[1, 1, 2]
3487886	1	134	Chapman		[0, 0, 0]
3423698	0	612	Saint Mary's (MN)		[0, 1, 1]
3423698	1	496	North Park		[1, 3, 4]
3468065	0	69	Bowdoin		[0, 0, 0]
3468065	1	789	Williams		[1, 1, 2]
3443415	0	602	Saint John's (MN)		[1, 0, 1]
