year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2017	12440	2	30093	AUM	9	1795715	Van Rheeden, Simon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795715	Fr	7	6	3	""	6	8	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2017	12440	2	30093	AUM	4	1731661	Costa, Alexandro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1731661	So	7	7	1	""	2	6	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	7	1795713	Hettler, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795713	Jr	7	7	""	2	2	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	24	1795727	Young, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795727	Jr	7	7	1	1	3	11	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2017	12440	2	30093	AUM	2	1795709	Thomason, Chandler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795709	Fr	7	7	""	""	0	1	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	3	1795710	York, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795710	So	7	7	1	1	3	10	1	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	14	1795719	Arriaga, Alexis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795719	Fr	7	5	1	2	4	15	2	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	12	1731665	Harwell, Alan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1731665	Sr	7	7	2	1	5	14	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	17	1795722	Fargarson, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795722	Fr	6	2	""	""	0	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	8	1795714	Bozesan, Nino	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795714	Jr	6	2	1	""	2	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	00	1795708	Bergengren, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795708	Fr	6	4	""	""	0	""	""	""	""	""	6	4	26,998	19	3.800	19	0.500	""	1	2	""	""	""	""	""
2017	12440	2	30093	AUM	6	1795712	Gipner, Asher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795712	Fr	6	0	""	""	0	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12440	2	30093	AUM	16	1795721	Brunelle, Cedarian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12440&stats_player_seq=1795721	So	5	5	""	""	0	""	""	1	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
