year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	error	exempted	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2019	14060	721	Air Force	08/24/2018	Virginia Tech	742	Virginia Tech	http://stats.ncaa.org/team/742/14060	false		true	-	false	false								
2019	14060	721	Air Force	08/26/2018	@ James Madison	317	James Madison	http://stats.ncaa.org/team/317/14060	false		false	W 1 - 0 (2OT)	false	false	true	1 - 0	1	0	true	2OT	4625205	http://stats.ncaa.org/game/index/4625205?org_id=721
2019	14060	721	Air Force	08/31/2018	@ Navy	726	Navy	http://stats.ncaa.org/team/726/14060	false		false	W 2 - 0	false	false	true	2 - 0	2	0	false		4594470	http://stats.ncaa.org/game/index/4594470?org_id=721
2019	14060	721	Air Force	09/02/2018	@ UMBC	391	UMBC	http://stats.ncaa.org/team/391/14060	false		false	W 2 - 0	false	false	true	2 - 0	2	0	false		4597882	http://stats.ncaa.org/game/index/4597882?org_id=721
2019	14060	721	Air Force	09/07/2018	North Florida	2711	North Florida	http://stats.ncaa.org/team/2711/14060	false		true	W 3 - 1	false	false	true	3 - 1	3	1	false		4602675	http://stats.ncaa.org/game/index/4602675?org_id=721
2019	14060	721	Air Force	09/09/2018	Colgate	153	Colgate	http://stats.ncaa.org/team/153/14060	false		true	W 3 - 0	false	false	true	3 - 0	3	0	false		4605526	http://stats.ncaa.org/game/index/4605526?org_id=721
2019	14060	721	Air Force	09/14/2018	San Francisco	629	San Francisco	http://stats.ncaa.org/team/629/14060	false		true	W 2 - 1	false	false	true	2 - 1	2	1	false		4609662	http://stats.ncaa.org/game/index/4609662?org_id=721
2019	14060	721	Air Force	09/16/2018	Harvard	275	Harvard	http://stats.ncaa.org/team/275/14060	false		true	W 6 - 1	false	false	true	6 - 1	6	1	false		4611882	http://stats.ncaa.org/game/index/4611882?org_id=721
2019	14060	721	Air Force	09/22/2018	@ UMKC	2707	UMKC	http://stats.ncaa.org/team/2707/14060	false		false	W 4 - 1	false	false	true	4 - 1	4	1	false		4619852	http://stats.ncaa.org/game/index/4619852?org_id=721
2019	14060	721	Air Force	09/27/2018	Incarnate Word	2743	Incarnate Word	http://stats.ncaa.org/team/2743/14060	false		true	W 4 - 0	false	false	true	4 - 0	4	0	false		4621852	http://stats.ncaa.org/game/index/4621852?org_id=721
2019	14060	721	Air Force	09/29/2018	UTRGV	536	UTRGV	http://stats.ncaa.org/team/536/14060	false		true	W 2 - 1 (2OT)	false	false	true	2 - 1	2	1	true	2OT	4623436	http://stats.ncaa.org/game/index/4623436?org_id=721
2019	14060	721	Air Force	10/05/2018	@ CSU Bakersfield	94	CSU Bakersfield	http://stats.ncaa.org/team/94/14060	false		false	L 0 - 1	false	false	false	0 - 1	0	1	false		4627952	http://stats.ncaa.org/game/index/4627952?org_id=721
2019	14060	721	Air Force	10/07/2018	@ California Baptist	30135	California Baptist	http://stats.ncaa.org/team/30135/14060	false		false	W 3 - 1	false	false	true	3 - 1	3	1	false		4631589	http://stats.ncaa.org/game/index/4631589?org_id=721
2019	14060	721	Air Force	10/13/2018	Houston Baptist	287	Houston Baptist	http://stats.ncaa.org/team/287/14060	false		true	W 4 - 0	false	false	true	4 - 0	4	0	false		4636160	http://stats.ncaa.org/game/index/4636160?org_id=721
2019	14060	721	Air Force	10/18/2018	San Jose St.	630	San Jose St.	http://stats.ncaa.org/team/630/14060	false		true	W 4 - 0	false	false	true	4 - 0	4	0	false		4639750	http://stats.ncaa.org/game/index/4639750?org_id=721
2019	14060	721	Air Force	10/20/2018	Seattle U	1356	Seattle U	http://stats.ncaa.org/team/1356/14060	false		true	W 2 - 1	false	false	true	2 - 1	2	1	false		4643328	http://stats.ncaa.org/game/index/4643328?org_id=721
2019	14060	721	Air Force	10/26/2018	@ UNLV	465	UNLV	http://stats.ncaa.org/team/465/14060	false		false	W 5 - 2	false	false	true	5 - 2	5	2	false		4646436	http://stats.ncaa.org/game/index/4646436?org_id=721
