year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	3	203	East. Mennonite	20	1829401	Bomberger, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1829401	Jr	4	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	203	East. Mennonite	29	2050675	Gomez, Joshua	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2050675	So	4	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	203	East. Mennonite	00	2050528	Barraghi, Mo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2050528	Jr	1	""	""	""	0	""	""	""	""	""	""	1	""	45:00	0	0.000	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	6	1899468	Harmon, Liam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1899468	So	23	""	2	2	6	30	16	7	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	3	8968	Eastern	17	1826536	Sankey, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1826536	Jr	23	""	4	5	13	21	10	6	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	2	""	1
2019	14060	3	8968	Eastern	30	1712965	Myers, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712965	Sr	23	""	9	1	19	30	16	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	1	2	""	4
2019	14060	3	8968	Eastern	26	1712949	Cahill, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712949	Sr	23	""	1	2	4	8	4	8	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	22	1712947	Walenda, Billy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712947	Sr	23	""	4	5	13	39	22	16	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	15	2025687	Ardon, Julio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025687	Fr	23	""	2	1	5	24	8	15	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	3	8968	Eastern	19	2025689	Wahinya, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025689	Fr	23	""	1	3	5	23	9	6	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	8968	Eastern	7	1712942	Harmon, Cade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712942	Sr	23	""	7	3	17	40	21	3	""	2	""	""	""	""	0	""	""	""	""	""	""	""	2	4	""	3
2019	14060	3	8968	Eastern	4	1712941	Furlong, Colin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712941	Sr	22	""	4	13	21	35	17	10	1	1	""	""	""	""	0	""	""	""	""	""	""	""	1	2	""	1
2019	14060	3	8968	Eastern	34	1712968	Needs, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712968	Sr	22	""	1	2	4	12	6	5	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	9	1927713	Sutherland, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927713	So	22	""	7	2	16	22	14	3	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	3
2019	14060	3	8968	Eastern	13	1712943	Cosgrove, Dennis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712943	Sr	21	""	1	""	2	2	1	4	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	8	2025686	McGlynn, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025686	Fr	21	""	1	""	2	4	1	6	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	18	1927728	Wisdom, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927728	So	20	""	""	""	0	2	""	3	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	8968	Eastern	27	1712963	Fenstermacher, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712963	Jr	19	""	1	2	4	12	4	3	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	8968	Eastern	0	1927692	Hitchcock, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927692	So	18	""	""	""	0	""	""	""	""	""	""	18	18	1607:55	10	0.560	48	0.828	9	15	1	""	0	0	""	""
2019	14060	3	8968	Eastern	29	1927743	Harley, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927743	So	17	""	1	""	2	5	1	10	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	8968	Eastern	2	2025676	Mitchell, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025676	Fr	16	""	""	1	1	2	1	5	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	14	1712944	Wells, Jereme	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712944	Sr	15	""	""	1	1	4	2	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	11	2025684	Verna, Pascal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025684	Fr	14	""	3	""	6	6	3	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	32	2025691	Truppi, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025691	Fr	11	""	""	""	0	1	1	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	35	2025692	Barclay, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025692	Fr	11	""	""	1	1	""	""	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	3	1927696	Lesher, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927696	So	9	""	""	""	0	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	00	1712940	Lochstampfor, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1712940	Sr	9	""	""	""	0	""	""	1	""	1	""	9	5	517:06	4	0.696	27	0.871	2	3	2	""	0	0	""	""
2019	14060	3	8968	Eastern	5	1927706	Stutts, Juris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927706	So	8	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	25	2025690	Williams, Levi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025690	Fr	7	""	""	""	0	""	""	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	20	2025706	Pagella, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025706	Fr	5	""	1	""	2	1	1	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	1	2025661	Viesca, Areth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2025661	Fr	1	""	""	""	0	""	""	""	""	""	""	1	""	9:09	0	0.000	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	10	1690528	Jensen, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1690528	Jr	19	""	6	7	19	31	16	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	2	""	1
2019	14060	3	200	Eastern Conn. St.	1	1690530	Murphy, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1690530	Sr	19	""	""	1	1	""	""	""	""	""	""	19	18	1121:53	16	1.284	59	0.787	2	12	4	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	8	1821579	Hurlburt, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821579	Jr	19	""	""	3	3	13	3	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	27	2053353	Agyemang, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053353	Fr	19	""	9	3	21	43	26	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	4
2019	14060	3	200	Eastern Conn. St.	6	1821590	Toomey, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821590	Jr	19	""	""	""	0	3	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	7	1821585	Parent, Max	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821585	Jr	19	""	3	2	8	20	14	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	9	1821584	Luczek, Griffin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821584	Jr	19	""	7	5	19	36	16	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	5
2019	14060	3	200	Eastern Conn. St.	19	1821589	Starkowski, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821589	Jr	18	""	5	2	12	22	9	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	3	3	""	4
2019	14060	3	200	Eastern Conn. St.	3	1947333	Noel, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947333	So	18	""	""	1	1	6	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	1	""	""
2019	14060	3	200	Eastern Conn. St.	21	1947325	Shayler, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947325	So	18	""	1	1	3	12	6	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	200	Eastern Conn. St.	5	1947326	Chaude, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947326	So	18	""	1	2	4	5	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	23	1947328	D'Arcy, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947328	So	17	""	""	1	1	1	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	12	2053437	Toomey, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053437	Fr	17	""	2	5	9	10	5	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	29	1947773	Szymko, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947773	So	17	""	2	2	6	12	4	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	25	2053430	Richards, Joel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053430	Fr	16	""	2	2	6	5	3	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	26	2053419	Kindall, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053419	Fr	16	""	1	1	3	9	6	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	4	1947329	Pendl, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947329	So	15	""	2	1	5	12	5	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	24	1841638	Baron, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1841638	So	14	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	00	1950547	Boutot, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1950547	So	12	""	""	""	0	""	""	""	""	""	""	12	""	457:24	2	0.394	24	0.923	""	3	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	18	2053446	Trierweiler, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053446	Fr	11	""	""	2	2	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	28	2053356	Carlson, Max	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053356	Fr	10	""	""	1	1	3	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	13	1947331	Boutot, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947331	So	10	""	""	""	0	1	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	22	2053413	Joseph, Rapho	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053413	Fr	8	""	""	""	0	2	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	16	2053426	Melchor, Leo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2053426	Fr	4	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	2	1821581	Kulman, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821581	Jr	4	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	32	1950548	VanRooyen, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1950548	So	2	""	""	""	0	""	""	""	""	""	""	2	1	42:56	0	0.000	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	4	1818862	Donovan, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1818862	Jr	20	""	""	""	0	""	""	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	6	1927189	Arboleda, Sebastian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927189	Jr	20	""	3	""	6	21	10	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	1064	Eastern Nazarene	12	2056109	Okwaro, Cyprian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056109	Fr	20	""	3	1	7	33	16	2	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	17	2056116	Subedi, Prem	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056116	Jr	20	""	2	2	6	53	22	3	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	8	1694855	Hudson-Bryant, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1694855	Sr	20	""	3	""	6	21	7	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	2	2	""	1
2019	14060	3	1064	Eastern Nazarene	5	1927191	Thibault, Anson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927191	So	20	""	1	""	2	6	5	3	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	23	1818869	Lepcha, Sunil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1818869	Jr	19	""	2	5	9	39	18	""	1	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	25	2056126	Gomes Castellvi, Didac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056126	Fr	18	""	""	""	0	12	5	7	""	3	""	1	""	45:00	1	2.000	1	0.500	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	2	2056093	Centeio, Edmilson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056093	Jr	18	""	4	1	9	42	15	7	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	1064	Eastern Nazarene	15	2056114	Pease, Brock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056114	Fr	17	""	""	1	1	5	2	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	10	1694852	Costa, Joao	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1694852	Sr	16	""	2	""	4	15	7	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	1064	Eastern Nazarene	1	2056090	Resch, Florian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056090	Fr	16	""	""	""	0	""	""	""	""	""	""	16	15	1321:26	21	1.430	50	0.704	4	5	7	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	20	2056123	Dunfee, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056123	Fr	15	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	11	2056106	Cawthorne, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056106	Fr	15	""	2	1	5	16	5	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	1064	Eastern Nazarene	3	1927187	Monteiro, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927187	So	13	""	""	""	0	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	7	1818868	Roberts, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1818868	Jr	13	""	""	1	1	12	4	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	19	2056120	Ruiz, Jose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056120	So	12	""	3	""	6	28	14	3	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	18	2056102	Georgeon, Kirby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056102	Jr	10	""	1	1	3	3	2	3	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	13	2056098	Ramos, Moacir	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056098	Fr	8	""	""	""	0	3	2	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	14	2056113	Torres Jimenez, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056113	Fr	7	""	""	""	0	3	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	16	2077807	Salas, Jose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2077807	Fr	6	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	01	1818861	Mendoza, Victor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1818861	Jr	6	""	""	""	0	""	""	""	""	""	""	6	4	387:52	9	2.088	23	0.719	""	1	2	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	0	2056079	Ferreira, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056079	Fr	4	""	""	""	0	""	""	""	""	""	""	3	1	73:35	4	4.892	4	0.500	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	22	2056124	Simon, Rocco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056124	Fr	3	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	24	2056145	Chikara, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056145	So	1	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	00	1927185	Eddings, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927185	So	1	""	""	""	0	""	""	""	""	""	""	1	""	65:00	0	0.000	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	32	2044297	Lumani, Aldon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044297	Fr	19	""	""	2	2	17	7	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	27	2044295	Castellanos, Jorge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044295	Fr	19	""	2	""	4	15	7	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	25	2044278	Lemkuil, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044278	Fr	19	""	""	""	0	1	1	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	9	1927053	Oppermann, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927053	So	19	""	1	1	3	10	3	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	4	1926531	Biancofiori, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1926531	So	19	""	3	""	6	29	8	2	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	10	1812957	Surtees, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1812957	Jr	19	""	6	5	17	29	17	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	4	4	""	2
2019	14060	3	1066	Edgewood	13	1812954	Lombardino, Victor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1812954	Jr	19	""	5	2	12	21	8	1	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	3	1066	Edgewood	34	2044299	Nelson, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044299	Fr	19	""	3	4	10	11	6	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	3	1066	Edgewood	5	1708809	Lee, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1708809	Sr	18	""	11	5	27	63	31	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	3
2019	14060	3	1066	Edgewood	14	2044286	Amador, Lorenzo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044286	Fr	18	""	""	""	0	4	1	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	26	2044293	Sala, Aeneas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044293	Fr	18	""	""	""	0	9	3	2	1	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	20	1927067	Moore, Riley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927067	So	17	""	""	""	0	8	6	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	3	1927056	Henry, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927056	Sr	17	""	1	2	4	19	7	""	1	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	6	1708799	Bilodeau, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1708799	Sr	17	""	4	5	13	25	15	2	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	21	2044291	Hartberg, Zander	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044291	Fr	16	""	4	5	13	22	9	1	1	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	12	2044273	Garcia, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044273	Fr	16	""	""	2	2	2	""	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	1	2044262	Hughes, Carson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044262	Fr	15	""	""	""	0	""	""	""	""	""	""	15	14	1177:13	15	1.147	40	0.727	1	8	4	""	0	0	""	""
2019	14060	3	1066	Edgewood	17	2044275	Armenta, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2044275	Fr	13	""	""	""	0	1	""	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	7	1708808	Jawo, Mamadou	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1708808	Sr	10	""	5	1	11	7	5	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	1
