year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	error	exempted	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2018	12621	30123	Academy of Art	09/03/2017	Cal St. East Bay	98	Cal St. East Bay	http://stats.ncaa.org/team/98/12621	false		true	T 1 - 1 (2OT)	false	false	false	1 - 1	1	1	true	2OT	4436605	http://stats.ncaa.org/game/index/4436605?org_id=30123
2018	12621	30123	Academy of Art	09/08/2017	Humboldt St.	291	Humboldt St.	http://stats.ncaa.org/team/291/12621	false		true	L 0 - 1 (1OT)	false	false	false	0 - 1	0	1	true	1OT	4405456	http://stats.ncaa.org/game/index/4405456?org_id=30123
2018	12621	30123	Academy of Art	09/10/2017	San Fran. St.	628	San Fran. St.	http://stats.ncaa.org/team/628/12621	false		true	L 0 - 5	false	false	false	0 - 5	0	5	false		4391209	http://stats.ncaa.org/game/index/4391209?org_id=30123
2018	12621	30123	Academy of Art	09/16/2017	William Jessup		William Jessup		false		true	W 1 - 0	false	false	true	1 - 0	1	0	false		4405921	http://stats.ncaa.org/game/index/4405921?org_id=30123
2018	12621	30123	Academy of Art	09/21/2017	@ Notre Dame de Namur	30056	Notre Dame de Namur	http://stats.ncaa.org/team/30056/12621	false		false	L 1 - 2	false	false	false	1 - 2	1	2	false		4400783	http://stats.ncaa.org/game/index/4400783?org_id=30056
2018	12621	30123	Academy of Art	09/23/2017	Dominican (CA)	30118	Dominican (CA)	http://stats.ncaa.org/team/30118/12621	false		true	W 2 - 1	false	false	true	2 - 1	2	1	false		4403716	http://stats.ncaa.org/game/index/4403716?org_id=30123
2018	12621	30123	Academy of Art	09/30/2017	@ Hawaii Hilo	2697	Hawaii Hilo	http://stats.ncaa.org/team/2697/12621	false		false	W 1 - 0 (2OT)	false	false	true	1 - 0	1	0	true	2OT	4410281	http://stats.ncaa.org/game/index/4410281?org_id=2697
2018	12621	30123	Academy of Art	10/03/2017	@ Chaminade	133	Chaminade	http://stats.ncaa.org/team/133/12621	false		false	L 0 - 2	false	false	false	0 - 2	0	2	false		4412015	http://stats.ncaa.org/game/index/4412015?org_id=133
2018	12621	30123	Academy of Art	10/05/2017	@ Hawaii Pacific	2696	Hawaii Pacific	http://stats.ncaa.org/team/2696/12621	false		false	L 0 - 1	false	false	false	0 - 1	0	1	false		4413460	http://stats.ncaa.org/game/index/4413460?org_id=2696
2018	12621	30123	Academy of Art	10/10/2017	@ UC Santa Cruz	113	UC Santa Cruz	http://stats.ncaa.org/team/113/12621	false		false	L 0 - 2	false	false	false	0 - 2	0	2	false		4418423	http://stats.ncaa.org/game/index/4418423?org_id=113
2018	12621	30123	Academy of Art	10/12/2017	Dixie St.	30095	Dixie St.	http://stats.ncaa.org/team/30095/12621	false		true	L 1 - 2	false	false	false	1 - 2	1	2	false		4419746	http://stats.ncaa.org/game/index/4419746?org_id=30123
2018	12621	30123	Academy of Art	10/19/2017	@ Fresno Pacific	30147	Fresno Pacific	http://stats.ncaa.org/team/30147/12621	false		false	L 1 - 5	false	false	false	1 - 5	1	5	false		4425658	http://stats.ncaa.org/game/index/4425658?org_id=30147
2018	12621	30123	Academy of Art	10/21/2017	Holy Names	30175	Holy Names	http://stats.ncaa.org/team/30175/12621	false		true	W 2 - 1	false	false	true	2 - 1	2	1	false		4429039	http://stats.ncaa.org/game/index/4429039?org_id=30123
