year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	3	215	Emmanuel (MA)	-	TEAM	-	-	-	""	""	0	""	""	247	""	1	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	215	Emmanuel (MA)	-	Totals	-	-	-	27	22	76	174	96	257	1	24	""	""	""	1677:17	29	1.556	86	0.748	1	""	""	1	1	1	91	5
2019	14060	3	215	Emmanuel (MA)	-	Opponent Totals	-	-	-	29	22	80	231	116	267	1	20	""	""	""	1677:17	27	1.449	69	0.719	7	""	""	""	2	2	85	11
2019	14060	3	217	Emory	-	TEAM	-	-	-	""	""	0	""	""	184	""	""	""	5	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	217	Emory	-	Totals	-	-	-	30	24	84	269	110	184	1	19	""	""	""	1679:49	20	1.072	67	0.770	7	""	""	""	1	1	93	8
2019	14060	3	217	Emory	-	Opponent Totals	-	-	-	20	11	51	205	87	207	""	15	""	""	""	1679:49	30	1.607	80	0.727	6	""	""	""	3	3	61	7
2019	14060	3	216	Emory & Henry	-	TEAM	-	-	-	""	""	0	""	""	118	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	216	Emory & Henry	-	Totals	-	-	-	30	18	78	223	116	151	""	19	""	""	""	1630:48	46	2.539	85	0.649	5	""	""	1	2	2	64	6
2019	14060	3	216	Emory & Henry	-	Opponent Totals	-	-	-	45	28	118	231	115	126	""	12	""	""	""	1180:48	11	0.838	50	0.820	8	""	""	""	2	2	64	11
2019	14060	3	8981	Endicott	-	TEAM	-	-	-	""	""	0	""	""	208	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	8981	Endicott	-	Totals	-	-	-	28	21	77	262	122	215	""	17	""	""	""	1702:08	21	1.110	73	0.777	4	""	""	1	4	5	84	10
2019	14060	3	8981	Endicott	-	Opponent Totals	-	-	-	21	17	59	206	94	243	1	16	""	""	""	1702:08	28	1.480	94	0.770	5	""	""	""	0	0	69	6
2019	14060	3	218	Eureka	-	TEAM	-	-	-	1	""	2	""	1	94	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	1
2019	14060	3	218	Eureka	-	Totals	-	-	-	30	19	79	185	82	170	""	12	""	""	""	1563:22	50	2.878	96	0.658	5	""	""	11	1	2	53	7
2019	14060	3	218	Eureka	-	Opponent Totals	-	-	-	45	31	121	309	141	153	2	14	""	""	""	1472:00	26	1.590	50	0.658	5	""	""	2	4	5	83	7
2019	14060	3	221	FDU- Florham	-	TEAM	-	-	-	""	""	0	""	""	215	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	221	FDU- Florham	-	Totals	-	-	-	27	22	76	199	93	223	""	26	""	""	""	1542:54	54	3.150	108	0.667	1	""	""	""	1	3	54	5
2019	14060	3	221	FDU- Florham	-	Opponent Totals	-	-	-	54	45	153	331	162	209	""	19	""	""	""	1542:54	27	1.575	66	0.710	4	""	""	""	2	6	98	11
2019	14060	3	27892	Farmingdale St.	-	TEAM	-	-	-	""	""	0	""	""	178	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	27892	Farmingdale St.	-	Totals	-	-	-	25	22	72	220	100	188	""	15	""	""	""	1711:56	22	1.157	96	0.814	8	""	""	""	1	1	81	9
2019	14060	3	27892	Farmingdale St.	-	Opponent Totals	-	-	-	22	17	61	243	117	225	""	25	""	""	""	1711:56	25	1.314	75	0.750	5	""	""	""	1	4	65	7
2019	14060	3	225	Ferrum	-	TEAM	-	-	-	1	""	2	""	1	164	""	2	""	3	""	""	0	""	3	1.000	""	""	""	1	0	0	""	""
2019	14060	3	225	Ferrum	-	Totals	-	-	-	41	29	111	283	150	165	3	43	""	""	""	1540:30	25	1.461	63	0.716	1	""	""	1	3	4	73	10
2019	14060	3	225	Ferrum	-	Opponent Totals	-	-	-	24	18	66	196	88	143	2	26	""	""	""	1450:30	32	1.986	96	0.750	3	""	""	3	3	4	66	7
2019	14060	3	30032	Finlandia	-	TEAM	-	-	-	""	""	0	""	""	142	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	30032	Finlandia	-	Totals	-	-	-	7	4	18	176	72	153	4	23	""	""	""	1464:07	35	2.151	125	0.781	1	""	""	""	1	1	44	1
2019	14060	3	30032	Finlandia	-	Opponent Totals	-	-	-	32	29	93	275	149	128	""	13	""	""	""	1374:07	6	0.393	58	0.906	9	""	""	""	0	0	82	13
2019	14060	3	227	Fitchburg St.	-	TEAM	-	-	-	""	""	0	""	""	181	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	227	Fitchburg St.	-	Totals	-	-	-	21	14	56	163	80	206	""	24	""	""	""	1561:49	39	2.247	87	0.690	3	""	""	1	1	1	66	5
2019	14060	3	227	Fitchburg St.	-	Opponent Totals	-	-	-	39	33	111	246	125	213	1	24	""	""	""	1561:49	21	1.210	59	0.738	5	""	""	""	1	1	113	10
2019	14060	3	11538	Fontbonne	-	TEAM	-	-	-	""	""	0	""	1	125	1	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	11538	Fontbonne	-	Totals	-	-	-	29	19	77	254	123	264	1	38	""	""	""	1678:50	30	1.608	89	0.748	4	""	""	""	1	2	83	9
2019	14060	3	11538	Fontbonne	-	Opponent Totals	-	-	-	30	28	88	253	119	297	5	32	""	""	""	1678:50	29	1.555	91	0.758	6	""	""	3	2	2	94	9
2019	14060	3	238	Framingham St.	-	TEAM	-	-	-	""	""	0	""	""	273	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	238	Framingham St.	-	Totals	-	-	-	48	39	135	373	191	292	""	29	""	""	""	1940:00	32	1.485	102	0.761	7	""	""	""	4	4	110	13
2019	14060	3	238	Framingham St.	-	Opponent Totals	-	-	-	32	30	94	327	134	277	1	32	""	""	""	1940:00	48	2.227	145	0.751	2	""	""	""	3	4	91	6
2019	14060	3	30069	Franciscan	-	TEAM	-	-	-	""	""	0	""	""	191	""	1	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	30069	Franciscan	-	Totals	-	-	-	45	26	116	365	172	239	""	21	""	""	""	1805:42	30	1.495	90	0.750	7	""	""	""	3	3	93	12
2019	14060	3	30069	Franciscan	-	Opponent Totals	-	-	-	30	23	83	244	104	188	1	33	""	""	""	1805:42	45	2.243	140	0.757	4	""	""	1	2	3	88	8
2019	14060	3	2694	Franklin	-	TEAM	-	-	-	""	""	0	""	""	165	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	2694	Franklin	-	Totals	-	-	-	14	9	37	196	77	204	1	25	""	""	""	1661:15	39	2.113	111	0.740	2	""	""	""	1	1	73	4
2019	14060	3	2694	Franklin	-	Opponent Totals	-	-	-	39	26	104	288	150	214	""	19	""	""	""	1661:15	14	0.758	63	0.818	8	""	""	""	3	4	110	12
2019	14060	3	239	Franklin & Marshall	-	TEAM	-	-	-	2	""	4	""	2	266	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	239	Franklin & Marshall	-	Totals	-	-	-	40	35	115	339	136	290	""	20	""	""	""	1993:23	18	0.813	75	0.806	10	""	""	""	1	3	140	14
2019	14060	3	239	Franklin & Marshall	-	Opponent Totals	-	-	-	18	17	53	243	93	257	1	22	""	""	""	1958:30	40	1.838	96	0.706	4	""	""	""	0	1	85	4
2019	14060	3	242	Fredonia	-	TEAM	-	-	-	""	""	0	""	""	72	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	242	Fredonia	-	Totals	-	-	-	10	10	30	121	56	101	2	8	""	""	""	1493:08	22	1.326	89	0.802	6	""	""	""	0	0	59	5
2019	14060	3	242	Fredonia	-	Opponent Totals	-	-	-	22	21	65	251	111	145	1	11	""	""	""	1493:08	10	0.603	46	0.821	7	""	""	""	1	1	76	9
2019	14060	3	243	Frostburg St.	-	TEAM	-	-	-	""	""	0	""	""	202	""	1	""	3	""	""	0	""	1	1.000	""	""	""	1	0	0	""	""
2019	14060	3	243	Frostburg St.	-	Totals	-	-	-	30	24	84	239	112	222	3	34	""	""	""	1803:05	22	1.098	99	0.818	7	""	""	1	0	1	71	7
2019	14060	3	243	Frostburg St.	-	Opponent Totals	-	-	-	22	12	56	266	122	220	1	28	""	""	""	1803:05	30	1.497	82	0.732	7	""	""	""	4	5	112	8
2019	14060	3	245	Gallaudet	-	TEAM	-	-	-	""	""	0	""	""	203	""	1	""	1	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	245	Gallaudet	-	Totals	-	-	-	28	21	77	194	94	235	5	28	""	""	""	1559:57	37	2.135	114	0.755	4	""	""	""	3	3	65	6
2019	14060	3	245	Gallaudet	-	Opponent Totals	-	-	-	37	29	103	309	151	166	2	20	""	""	""	1559:57	28	1.615	66	0.702	5	""	""	""	1	2	82	10
2019	14060	3	30084	Geneva	-	TEAM	-	-	-	""	""	0	""	""	192	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	30084	Geneva	-	Totals	-	-	-	33	22	88	234	122	201	""	21	""	""	""	1604:43	25	1.402	67	0.728	3	""	""	""	1	1	82	8
2019	14060	3	30084	Geneva	-	Opponent Totals	-	-	-	25	12	62	188	92	232	2	20	""	""	""	1604:43	33	1.851	89	0.730	4	""	""	""	1	1	75	7
2019	14060	3	1094	George Fox	-	TEAM	-	-	-	1	""	2	""	1	239	""	2	""	1	""	""	0	""	6	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1094	George Fox	-	Totals	-	-	-	17	7	41	173	75	268	1	31	""	""	""	1715:00	43	2.257	82	0.656	1	""	""	""	2	4	68	2
2019	14060	3	1094	George Fox	-	Opponent Totals	-	-	-	37	26	100	218	109	238	1	20	""	""	""	1430:00	11	0.692	42	0.792	7	""	""	1	2	3	87	10
2019	14060	3	258	Gettysburg	-	TEAM	-	-	-	""	""	0	""	""	199	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	258	Gettysburg	-	Totals	-	-	-	18	15	51	233	91	203	1	24	""	""	""	1575:42	19	1.085	54	0.740	5	""	""	""	2	3	78	8
2019	14060	3	258	Gettysburg	-	Opponent Totals	-	-	-	19	16	54	176	73	228	1	29	""	""	""	1575:42	18	1.028	73	0.802	6	""	""	""	1	2	66	8
2019	14060	3	1099	Gordon	-	TEAM	-	-	-	1	""	2	""	1	147	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	3	1099	Gordon	-	Totals	-	-	-	37	17	91	267	138	201	""	7	""	""	""	1870:14	21	1.011	112	0.842	9	""	""	2	2	3	117	11
2019	14060	3	1099	Gordon	-	Opponent Totals	-	-	-	21	13	55	277	134	213	""	21	""	""	""	1870:14	37	1.781	101	0.732	5	""	""	""	4	6	86	6
2019	14060	3	1467	Goucher	-	TEAM	-	-	-	""	""	0	""	""	172	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1467	Goucher	-	Totals	-	-	-	27	20	74	213	100	197	2	24	""	""	""	1536:24	35	2.050	93	0.727	4	""	""	""	3	6	109	5
2019	14060	3	1467	Goucher	-	Opponent Totals	-	-	-	35	30	100	219	128	190	2	13	""	""	""	1536:24	27	1.582	73	0.730	7	""	""	1	4	4	90	12
2019	14060	3	263	Greensboro	-	TEAM	-	-	-	1	""	2	""	1	177	""	4	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	3	263	Greensboro	-	Totals	-	-	-	49	33	131	281	134	185	2	39	""	""	""	1616:14	23	1.281	54	0.701	5	""	""	""	2	4	90	15
2019	14060	3	263	Greensboro	-	Opponent Totals	-	-	-	22	13	57	192	75	246	1	41	""	""	""	1526:14	46	2.713	79	0.632	1	""	""	""	2	2	63	3
2019	14060	3	1111	Greenville	-	TEAM	-	-	-	""	""	0	""	1	219	""	""	""	4	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1111	Greenville	-	Totals	-	-	-	59	46	164	425	229	262	2	34	""	""	""	2062:17	18	0.786	71	0.798	13	""	""	3	3	3	110	12
2019	14060	3	1111	Greenville	-	Opponent Totals	-	-	-	18	15	51	180	86	186	""	15	""	""	""	1882:17	43	2.056	139	0.764	6	""	""	13	1	1	79	5
2019	14060	3	264	Grinnell	-	TEAM	-	-	-	1	""	2	""	1	87	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	264	Grinnell	-	Totals	-	-	-	30	31	91	233	129	96	""	12	""	""	""	1350:00	27	1.800	61	0.693	3	""	""	1	0	0	96	8
2019	14060	3	264	Grinnell	-	Opponent Totals	-	-	-	27	18	72	203	83	123	""	28	""	""	""	1350:00	30	2.000	100	0.769	4	""	""	""	3	3	66	7
2019	14060	3	265	Grove City	-	TEAM	-	-	-	""	""	0	""	""	198	""	1	""	4	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	265	Grove City	-	Totals	-	-	-	45	32	122	376	169	221	""	16	""	""	""	2063:28	20	0.872	75	0.789	8	""	""	""	5	5	123	14
2019	14060	3	265	Grove City	-	Opponent Totals	-	-	-	20	15	55	227	91	296	1	36	""	""	""	2063:28	45	1.963	130	0.743	5	""	""	""	3	5	69	3
2019	14060	3	1112	Guilford	-	TEAM	-	-	-	""	""	0	""	""	68	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1112	Guilford	-	Totals	-	-	-	25	22	72	213	102	119	1	21	""	""	""	1556:37	33	1.908	96	0.744	2	""	""	""	0	0	98	5
2019	14060	3	1112	Guilford	-	Opponent Totals	-	-	-	33	17	83	233	116	130	""	24	""	""	""	1454:58	24	1.485	73	0.753	6	""	""	""	2	2	69	6
2019	14060	3	266	Gust. Adolphus	-	TEAM	-	-	-	""	""	0	""	""	197	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	266	Gust. Adolphus	-	Totals	-	-	-	39	35	113	312	156	204	1	21	""	""	""	1760:30	16	0.818	65	0.802	7	""	""	""	0	0	93	14
2019	14060	3	266	Gust. Adolphus	-	Opponent Totals	-	-	-	15	13	43	173	77	201	""	21	""	""	""	1670:30	35	1.886	111	0.760	4	""	""	1	1	2	59	4
2019	14060	3	12399	Gwynedd Mercy	-	TEAM	-	-	-	""	""	0	""	""	166	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	12399	Gwynedd Mercy	-	Totals	-	-	-	10	5	25	112	49	198	""	22	""	""	""	1660:31	48	2.602	110	0.696	2	""	""	2	2	2	55	1
2019	14060	3	12399	Gwynedd Mercy	-	Opponent Totals	-	-	-	48	31	127	349	159	218	""	23	""	""	""	1660:31	10	0.542	39	0.796	9	""	""	""	5	7	118	15
2019	14060	3	267	Hamilton	-	TEAM	-	-	-	""	""	0	""	""	172	""	""	""	1	""	""	0	""	1	1.000	""	""	""	1	0	0	""	""
2019	14060	3	267	Hamilton	-	Totals	-	-	-	15	12	42	229	98	206	""	15	""	""	""	1576:17	12	0.685	95	0.888	9	""	""	1	0	1	78	9
2019	14060	3	267	Hamilton	-	Opponent Totals	-	-	-	12	10	34	264	108	213	2	20	""	""	""	1576:17	15	0.856	82	0.845	5	""	""	1	0	0	90	6
2019	14060	3	268	Hamline	-	TEAM	-	-	-	""	""	0	""	""	130	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	268	Hamline	-	Totals	-	-	-	22	17	61	129	65	157	""	11	""	""	""	1372:18	20	1.312	88	0.815	4	""	""	""	2	2	59	7
2019	14060	3	268	Hamline	-	Opponent Totals	-	-	-	20	13	53	196	108	152	3	19	""	""	""	1372:18	22	1.443	43	0.662	4	""	""	""	3	3	63	7
2019	14060	3	269	Hampden-Sydney	-	TEAM	-	-	-	""	""	0	""	""	137	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	269	Hampden-Sydney	-	Totals	-	-	-	24	19	67	218	80	151	1	20	""	""	""	1480:00	26	1.581	56	0.683	2	""	""	""	3	3	77	6
2019	14060	3	269	Hampden-Sydney	-	Opponent Totals	-	-	-	26	14	66	189	81	177	""	33	""	""	""	1480:00	24	1.459	56	0.700	3	""	""	""	2	2	68	8
2019	14060	3	1115	Hanover	-	TEAM	-	-	-	""	""	0	1	""	150	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1115	Hanover	-	Totals	-	-	-	34	24	92	360	159	170	""	16	""	""	""	1726:10	19	0.991	40	0.678	8	""	""	""	2	3	140	11
2019	14060	3	1115	Hanover	-	Opponent Totals	-	-	-	19	13	51	140	59	260	4	42	""	""	""	1726:10	34	1.773	125	0.786	4	""	""	""	1	1	89	6
2019	14060	3	271	Hardin-Simmons	-	TEAM	-	-	-	""	""	0	""	""	219	""	""	""	3	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	3	271	Hardin-Simmons	-	Totals	-	-	-	15	14	44	203	89	220	""	28	""	""	""	1602:34	24	1.348	56	0.700	4	""	""	""	0	0	89	4
2019	14060	3	271	Hardin-Simmons	-	Opponent Totals	-	-	-	24	19	67	198	80	193	""	21	""	""	""	1602:34	15	0.842	74	0.831	6	""	""	""	0	0	63	10
2019	14060	3	273	Hartwick	-	TEAM	-	-	-	""	""	0	""	""	119	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	273	Hartwick	-	Totals	-	-	-	4	1	9	50	21	137	""	14	""	""	""	1260:00	64	4.571	118	0.648	""	""	""	""	1	1	20	""
2019	14060	3	273	Hartwick	-	Opponent Totals	-	-	-	59	39	157	309	167	136	""	12	""	""	""	1170:00	3	0.231	16	0.842	11	""	""	""	2	2	74	11
2019	14060	3	276	Haverford	-	TEAM	-	-	-	1	""	2	""	1	223	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	276	Haverford	-	Totals	-	-	-	35	30	100	235	107	223	""	16	""	""	""	1783:24	20	1.009	70	0.778	7	""	""	""	4	5	89	14
2019	14060	3	276	Haverford	-	Opponent Totals	-	-	-	20	11	51	184	90	252	""	19	""	""	""	1783:24	35	1.766	72	0.673	""	""	""	3	2	3	76	4
2019	14060	3	278	Heidelberg	-	TEAM	-	-	-	1	""	2	""	1	111	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	278	Heidelberg	-	Totals	-	-	-	21	17	59	210	94	208	""	19	""	""	""	1480:56	23	1.398	78	0.772	5	""	""	""	1	4	86	5
2019	14060	3	278	Heidelberg	-	Opponent Totals	-	-	-	23	15	61	229	101	179	1	18	""	""	""	1480:56	21	1.276	73	0.777	7	""	""	""	3	3	78	8
2019	14060	3	1124	Hendrix	-	TEAM	-	-	-	""	""	0	""	""	166	""	3	""	3	""	""	0	""	3	1.000	""	""	""	1	0	0	""	""
2019	14060	3	1124	Hendrix	-	Totals	-	-	-	20	19	59	143	69	180	3	25	""	""	""	1717:39	63	3.301	125	0.665	1	""	""	1	1	2	61	4
2019	14060	3	1124	Hendrix	-	Opponent Totals	-	-	-	62	41	165	383	182	154	1	29	""	""	""	1628:13	17	0.940	48	0.738	8	""	""	""	6	6	177	14
2019	14060	3	8398	Hilbert	-	TEAM	-	-	-	""	""	0	""	""	86	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	8398	Hilbert	-	Totals	-	-	-	3	1	7	68	26	97	2	15	""	""	""	1350:00	122	8.133	224	0.647	""	""	""	""	1	1	14	""
2019	14060	3	8398	Hilbert	-	Opponent Totals	-	-	-	122	86	330	660	346	116	""	10	""	""	""	1350:00	3	0.200	23	0.885	12	""	""	""	8	10	174	15
2019	14060	3	281	Hiram	-	TEAM	-	-	-	1	""	2	""	1	178	""	""	""	2	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	3	281	Hiram	-	Totals	-	-	-	12	4	28	152	64	217	5	16	""	""	""	1570:03	40	2.293	83	0.675	""	""	""	1	1	2	55	1
2019	14060	3	281	Hiram	-	Opponent Totals	-	-	-	40	23	103	294	124	189	""	9	""	""	""	1570:03	12	0.688	52	0.812	7	""	""	1	6	6	112	15
2019	14060	3	282	Hobart	-	TEAM	-	-	-	""	""	0	""	""	194	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	282	Hobart	-	Totals	-	-	-	24	13	61	253	122	226	2	26	""	""	""	1676:06	19	1.020	73	0.793	7	""	""	""	2	3	115	8
2019	14060	3	282	Hobart	-	Opponent Totals	-	-	-	19	10	48	201	92	243	2	34	""	""	""	1676:06	24	1.289	98	0.803	5	""	""	""	0	1	65	8
2019	14060	3	8404	Hood	-	TEAM	-	-	-	""	""	0	""	""	135	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	8404	Hood	-	Totals	-	-	-	30	27	87	239	109	155	1	8	""	""	""	1550:00	25	1.452	83	0.769	6	""	""	""	2	4	74	8
2019	14060	3	8404	Hood	-	Opponent Totals	-	-	-	25	20	70	236	107	174	""	17	""	""	""	1550:00	30	1.742	79	0.725	2	""	""	""	0	0	86	7
2019	14060	3	286	Hope	-	TEAM	-	-	-	1	""	2	""	1	190	1	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	3	286	Hope	-	Totals	-	-	-	55	35	145	363	175	217	1	15	""	""	""	1646:32	20	1.093	60	0.750	7	""	""	""	2	3	109	12
2019	14060	3	286	Hope	-	Opponent Totals	-	-	-	19	11	49	164	76	211	""	21	""	""	""	1466:32	44	2.700	103	0.701	3	""	""	""	2	2	54	3
2019	14060	3	30160	Houghton	-	TEAM	-	-	-	""	""	0	""	""	98	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	30160	Houghton	-	Totals	-	-	-	29	23	81	240	111	160	""	12	""	""	""	1628:07	32	1.769	73	0.695	4	""	""	2	0	0	69	6
2019	14060	3	30160	Houghton	-	Opponent Totals	-	-	-	32	23	87	196	105	161	""	22	""	""	""	1628:07	29	1.603	81	0.736	4	""	""	2	2	2	84	12
2019	14060	3	2741	Howard Payne	-	TEAM	-	-	-	1	""	2	""	1	136	1	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	2741	Howard Payne	-	Totals	-	-	-	13	5	31	171	75	137	3	17	""	""	""	1310:06	30	2.061	69	0.697	2	""	""	""	4	5	63	5
2019	14060	3	2741	Howard Payne	-	Opponent Totals	-	-	-	30	22	82	214	99	153	3	28	""	""	""	1355:06	13	0.863	62	0.827	5	""	""	""	1	4	71	9
2019	14060	3	292	Hunter	-	TEAM	-	-	-	""	""	0	""	""	139	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	292	Hunter	-	Totals	-	-	-	23	18	64	178	83	173	1	33	""	""	""	1513:02	30	1.784	51	0.630	4	""	""	""	4	5	61	5
2019	14060	3	292	Hunter	-	Opponent Totals	-	-	-	30	23	83	206	81	176	1	29	""	""	""	1513:02	23	1.368	60	0.723	5	""	""	""	1	1	89	8
2019	14060	3	1130	Huntingdon	-	TEAM	-	-	-	1	""	2	""	1	189	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1130	Huntingdon	-	Totals	-	-	-	24	9	57	200	74	189	2	19	""	""	""	1479:53	51	3.102	121	0.703	""	""	""	1	5	6	74	3
2019	14060	3	1130	Huntingdon	-	Opponent Totals	-	-	-	51	32	134	358	173	167	1	24	""	""	""	1479:53	24	1.460	49	0.671	5	""	""	1	4	4	108	13
2019	14060	3	1133	Husson	-	TEAM	-	-	-	""	""	0	""	""	204	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1133	Husson	-	Totals	-	-	-	29	21	79	272	124	229	3	23	""	""	""	1865:54	35	1.688	80	0.696	3	""	""	2	1	2	95	8
2019	14060	3	1133	Husson	-	Opponent Totals	-	-	-	35	24	94	260	116	223	2	26	""	""	""	1865:54	29	1.399	95	0.766	5	""	""	""	0	4	99	9
2019	14060	3	30172	IIT	-	TEAM	-	-	-	""	""	0	""	""	193	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	30172	IIT	-	Totals	-	-	-	27	22	76	257	124	211	2	24	""	""	""	1575:43	30	1.714	71	0.703	8	""	""	1	2	5	82	9
2019	14060	3	30172	IIT	-	Opponent Totals	-	-	-	30	28	88	199	101	179	1	16	""	""	""	1530:43	22	1.294	91	0.805	5	""	""	1	1	2	59	9
2019	14060	3	300	Ill. Wesleyan	-	TEAM	-	-	-	""	""	0	""	2	168	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	300	Ill. Wesleyan	-	Totals	-	-	-	33	27	93	259	121	185	""	28	""	""	""	1458:44	16	0.987	41	0.719	6	""	""	""	2	3	98	11
2019	14060	3	300	Ill. Wesleyan	-	Opponent Totals	-	-	-	16	14	46	133	57	171	1	28	""	""	""	1458:44	33	2.036	88	0.727	3	""	""	1	3	3	50	5
2019	14060	3	297	Illinois Col.	-	TEAM	-	-	-	""	""	0	""	""	152	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	297	Illinois Col.	-	Totals	-	-	-	13	12	38	181	84	187	2	18	""	""	""	1671:40	48	2.584	134	0.736	3	""	""	""	0	0	56	5
2019	14060	3	297	Illinois Col.	-	Opponent Totals	-	-	-	48	33	129	362	175	152	""	20	""	""	""	1671:40	13	0.700	75	0.852	10	""	""	""	4	5	144	12
2019	14060	3	303	Immaculata	-	TEAM	-	-	-	""	""	0	""	""	194	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	303	Immaculata	-	Totals	-	-	-	28	18	74	224	109	212	""	33	""	""	""	1884:57	30	1.432	98	0.766	5	""	""	""	3	4	116	9
2019	14060	3	303	Immaculata	-	Opponent Totals	-	-	-	30	20	80	320	128	242	2	35	""	""	""	1884:57	28	1.337	80	0.741	8	""	""	2	2	3	105	9
2019	14060	3	30173	Iowa Wesleyan	-	TEAM	-	-	-	1	""	2	""	1	283	2	1	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	30173	Iowa Wesleyan	-	Totals	-	-	-	39	22	100	324	157	301	5	61	""	""	""	2025:29	41	1.822	88	0.682	2	""	""	1	6	8	85	9
2019	14060	3	30173	Iowa Wesleyan	-	Opponent Totals	-	-	-	36	24	96	252	104	188	3	44	""	""	""	1775:25	37	1.876	113	0.753	7	""	""	1	3	4	121	10
2019	14060	3	313	Ithaca	-	TEAM	-	-	-	3	""	6	""	3	232	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	3	313	Ithaca	-	Totals	-	-	-	31	18	80	274	126	232	""	26	""	""	""	1892:04	16	0.761	61	0.792	11	""	""	""	3	5	125	14
2019	14060	3	313	Ithaca	-	Opponent Totals	-	-	-	16	8	40	199	77	185	""	23	""	""	""	1892:04	31	1.475	95	0.754	5	""	""	""	0	1	80	2
