year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	1	688	Syracuse	-	Totals	-	-	-	34	32	100	255	116	227	1	25	""	""	""	1720:00	26	1.360	59	0.694	5	""	""	""	1	1	90	7
2019	14060	1	688	Syracuse	-	Opponent Totals	-	-	-	26	15	67	191	85	243	2	24	""	""	""	1720:00	34	1.779	82	0.707	3	""	""	""	5	5	62	7
2019	14060	1	690	Temple	-	TEAM	-	-	-	1	""	2	""	1	205	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	690	Temple	-	Totals	-	-	-	18	17	53	195	77	220	2	25	""	""	""	1779:51	23	1.163	74	0.763	5	""	""	""	0	0	81	5
2019	14060	1	690	Temple	-	Opponent Totals	-	-	-	23	16	62	252	97	244	1	20	""	""	""	1779:51	18	0.910	59	0.766	5	""	""	1	4	4	100	10
2019	14060	1	719	Tulsa	-	TEAM	-	-	-	""	""	0	""	""	179	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	719	Tulsa	-	Totals	-	-	-	22	23	67	213	88	194	1	22	""	""	""	1623:25	24	1.331	77	0.762	3	""	""	""	3	4	80	6
2019	14060	1	719	Tulsa	-	Opponent Totals	-	-	-	24	26	74	226	101	164	2	25	""	""	""	1623:25	22	1.220	66	0.750	7	""	""	""	3	3	70	9
2019	14060	1	9	UAB	-	TEAM	-	-	-	""	""	0	""	""	174	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	9	UAB	-	Totals	-	-	-	22	16	60	210	97	185	1	20	""	""	""	1752:07	20	1.027	71	0.780	3	""	""	""	1	2	64	6
2019	14060	1	9	UAB	-	Opponent Totals	-	-	-	20	16	56	227	91	214	2	30	""	""	""	1752:07	22	1.130	75	0.773	6	""	""	""	1	3	106	9
2019	14060	1	108	UC Davis	-	TEAM	-	-	-	1	""	2	""	1	255	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	108	UC Davis	-	Totals	-	-	-	28	28	84	248	107	272	""	35	""	""	""	1907:43	17	0.802	87	0.837	8	""	""	""	1	1	99	11
2019	14060	1	108	UC Davis	-	Opponent Totals	-	-	-	17	19	53	254	104	229	2	35	""	""	""	1907:43	28	1.321	79	0.738	6	""	""	""	0	1	101	4
2019	14060	1	109	UC Irvine	-	TEAM	-	-	-	1	""	2	""	1	233	""	1	""	4	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	109	UC Irvine	-	Totals	-	-	-	35	36	106	290	114	254	1	20	""	""	""	2020:00	23	1.025	77	0.770	7	""	""	""	2	4	111	11
2019	14060	1	109	UC Irvine	-	Opponent Totals	-	-	-	23	23	69	266	100	287	1	33	""	""	""	2020:00	35	1.559	79	0.693	5	""	""	""	2	4	92	6
2019	14060	1	111	UC Riverside	-	TEAM	-	-	-	""	""	0	""	""	230	""	""	""	3	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	111	UC Riverside	-	Totals	-	-	-	23	15	61	220	92	231	3	41	""	""	""	1902:37	34	1.608	66	0.660	8	""	""	""	5	5	77	7
2019	14060	1	111	UC Riverside	-	Opponent Totals	-	-	-	34	43	111	254	100	211	2	35	""	""	""	1902:37	23	1.088	69	0.750	6	""	""	""	2	2	111	10
2019	14060	1	104	UC Santa Barbara	-	TEAM	-	-	-	1	""	2	""	2	260	1	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	1	104	UC Santa Barbara	-	Totals	-	-	-	23	23	69	227	82	260	5	43	""	""	""	1678:53	14	0.750	56	0.800	6	""	""	""	1	2	90	10
2019	14060	1	104	UC Santa Barbara	-	Opponent Totals	-	-	-	14	9	37	185	70	244	2	29	""	""	""	1678:53	23	1.233	59	0.720	6	""	""	""	1	1	90	6
2019	14060	1	128	UCF	-	TEAM	-	-	-	""	""	0	""	""	214	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	128	UCF	-	Totals	-	-	-	44	40	128	386	155	214	1	29	""	""	""	1846:38	20	0.975	70	0.778	4	""	""	""	2	2	113	13
2019	14060	1	128	UCF	-	Opponent Totals	-	-	-	20	16	56	193	90	221	""	25	""	""	""	1846:38	44	2.144	111	0.716	4	""	""	""	0	1	81	3
2019	14060	1	110	UCLA	-	TEAM	-	-	-	""	""	0	""	""	244	""	1	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	110	UCLA	-	Totals	-	-	-	25	24	74	259	112	244	1	39	""	""	""	1720:20	22	1.151	49	0.690	6	""	""	""	1	5	99	10
2019	14060	1	110	UCLA	-	Opponent Totals	-	-	-	22	25	69	174	71	247	2	26	""	""	""	1720:20	25	1.308	87	0.777	6	""	""	""	2	2	75	9
2019	14060	1	164	UConn	-	TEAM	-	-	-	1	""	2	""	1	167	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	164	UConn	-	Totals	-	-	-	34	32	100	244	100	167	""	19	""	""	""	1883:58	30	1.433	52	0.634	5	""	""	""	2	2	82	12
2019	14060	1	164	UConn	-	Opponent Totals	-	-	-	30	25	85	224	82	227	1	34	""	""	""	1883:58	34	1.624	66	0.660	5	""	""	""	2	3	91	6
2019	14060	1	302	UIC	-	TEAM	-	-	-	""	""	0	""	""	203	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	302	UIC	-	Totals	-	-	-	38	48	124	308	133	203	4	23	""	""	""	1840:54	25	1.222	73	0.745	6	""	""	""	1	3	137	12
2019	14060	1	302	UIC	-	Opponent Totals	-	-	-	25	22	72	199	98	199	2	33	""	""	""	1840:54	38	1.858	95	0.714	4	""	""	""	0	0	83	6
2019	14060	1	391	UMBC	-	TEAM	-	-	-	1	""	2	""	1	238	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	391	UMBC	-	Totals	-	-	-	25	21	71	244	96	238	3	22	""	""	""	1897:58	25	1.185	70	0.737	7	""	""	""	3	4	110	10
2019	14060	1	391	UMBC	-	Opponent Totals	-	-	-	25	26	76	259	95	299	3	24	""	""	""	1897:58	25	1.185	71	0.740	7	""	""	""	1	3	104	6
2019	14060	1	2707	UMKC	-	TEAM	-	-	-	""	""	0	""	""	172	""	5	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	2707	UMKC	-	Totals	-	-	-	14	11	39	145	45	172	2	38	""	""	""	1550:00	34	1.974	70	0.673	2	""	""	""	1	4	64	5
2019	14060	1	2707	UMKC	-	Opponent Totals	-	-	-	34	34	102	233	104	219	2	33	""	""	""	1550:00	14	0.813	31	0.689	8	""	""	""	0	0	86	12
2019	14060	1	368	UMass Lowell	-	TEAM	-	-	-	""	""	0	""	""	182	""	""	""	2	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	368	UMass Lowell	-	Totals	-	-	-	20	17	57	207	84	182	2	26	""	""	""	1670:00	16	0.862	46	0.742	10	""	""	""	1	1	74	10
2019	14060	1	368	UMass Lowell	-	Opponent Totals	-	-	-	16	15	47	180	62	196	4	24	""	""	""	1670:00	20	1.078	64	0.762	4	""	""	""	1	1	75	6
2019	14060	1	456	UNC Asheville	-	TEAM	-	-	-	""	""	0	""	""	209	""	""	""	3	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	456	UNC Asheville	-	Totals	-	-	-	16	13	45	161	61	209	2	22	""	""	""	1605:16	36	2.018	81	0.692	2	""	""	""	3	3	68	2
2019	14060	1	456	UNC Asheville	-	Opponent Totals	-	-	-	36	36	108	305	117	172	""	20	""	""	""	1605:16	16	0.897	45	0.738	4	""	""	""	0	1	120	13
2019	14060	1	459	UNC Greensboro	-	TEAM	-	-	-	1	""	2	""	1	189	""	2	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	459	UNC Greensboro	-	Totals	-	-	-	23	19	65	252	114	189	2	25	""	""	""	1798:48	24	1.201	72	0.750	6	""	""	""	0	0	125	8
2019	14060	1	459	UNC Greensboro	-	Opponent Totals	-	-	-	24	24	72	190	96	201	1	22	""	""	""	1798:48	23	1.151	91	0.798	6	""	""	""	0	0	102	9
2019	14060	1	460	UNCW	-	TEAM	-	-	-	2	""	4	""	2	229	""	""	""	4	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	1	460	UNCW	-	Totals	-	-	-	39	37	115	266	126	229	""	28	""	""	""	1875:52	15	0.720	62	0.805	10	""	""	""	2	2	144	12
2019	14060	1	460	UNCW	-	Opponent Totals	-	-	-	15	8	38	190	77	228	""	40	""	""	""	1875:52	39	1.871	87	0.690	4	""	""	""	2	2	75	5
2019	14060	1	465	UNLV	-	TEAM	-	-	-	""	""	0	""	""	216	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	465	UNLV	-	Totals	-	-	-	29	31	89	276	106	216	3	27	""	""	""	1935:45	32	1.488	69	0.683	6	""	""	""	3	4	106	10
2019	14060	1	465	UNLV	-	Opponent Totals	-	-	-	32	25	89	245	101	232	""	27	""	""	""	1935:45	29	1.348	77	0.726	5	""	""	""	2	2	87	10
2019	14060	1	10411	USC Upstate	-	TEAM	-	-	-	1	""	2	""	1	224	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	10411	USC Upstate	-	Totals	-	-	-	19	14	52	190	82	224	2	29	""	""	""	1474:00	43	2.626	107	0.713	2	""	""	""	1	1	81	3
2019	14060	1	10411	USC Upstate	-	Opponent Totals	-	-	-	43	35	121	287	150	180	""	24	""	""	""	1474:00	19	1.160	63	0.768	5	""	""	""	3	3	100	12
2019	14060	1	536	UTRGV	-	TEAM	-	-	-	""	""	0	""	""	168	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	536	UTRGV	-	Totals	-	-	-	39	43	121	232	111	179	""	22	""	""	""	1817:14	22	1.090	67	0.753	4	""	""	""	1	2	85	14
2019	14060	1	536	UTRGV	-	Opponent Totals	-	-	-	22	21	65	210	89	166	""	25	""	""	""	1817:14	39	1.932	72	0.649	2	""	""	""	1	3	78	6
2019	14060	1	30024	Utah Valley	-	TEAM	-	-	-	1	""	2	1	1	221	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	30024	Utah Valley	-	Totals	-	-	-	26	25	77	233	111	258	""	35	""	""	""	1647:05	22	1.202	46	0.676	6	""	""	""	3	5	61	9
2019	14060	1	30024	Utah Valley	-	Opponent Totals	-	-	-	22	34	78	189	68	270	4	35	""	""	""	1647:05	26	1.421	85	0.766	5	""	""	""	1	2	95	9
2019	14060	1	740	VCU	-	TEAM	-	-	-	""	""	0	""	""	147	""	1	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	740	VCU	-	Totals	-	-	-	25	28	78	214	86	154	""	18	""	""	""	1680:50	17	0.910	63	0.787	9	""	""	""	2	3	64	10
2019	14060	1	740	VCU	-	Opponent Totals	-	-	-	17	18	52	229	80	219	2	30	""	""	""	1680:50	25	1.339	61	0.709	6	""	""	""	0	1	90	6
2019	14060	1	741	VMI	-	TEAM	-	-	-	""	""	0	""	""	228	""	2	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	741	VMI	-	Totals	-	-	-	9	4	22	141	58	228	""	21	""	""	""	1640:00	58	3.183	127	0.686	1	""	""	""	1	1	66	1
2019	14060	1	741	VMI	-	Opponent Totals	-	-	-	58	50	166	419	185	202	""	18	""	""	""	1640:00	9	0.494	49	0.845	12	""	""	""	4	5	123	16
2019	14060	1	735	Valparaiso	-	TEAM	-	-	-	""	""	0	""	""	189	""	5	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	735	Valparaiso	-	Totals	-	-	-	16	11	43	241	78	213	1	32	""	""	""	1638:07	21	1.154	67	0.761	6	""	""	""	2	3	66	5
2019	14060	1	735	Valparaiso	-	Opponent Totals	-	-	-	21	22	64	210	88	209	1	22	""	""	""	1638:07	16	0.879	62	0.795	5	""	""	""	2	4	70	8
2019	14060	1	738	Vermont	-	TEAM	-	-	-	""	""	0	""	""	218	""	""	""	4	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	738	Vermont	-	Totals	-	-	-	33	29	95	308	122	231	3	23	""	""	""	1745:10	20	1.031	67	0.770	8	""	""	""	1	2	113	11
2019	14060	1	738	Vermont	-	Opponent Totals	-	-	-	20	13	53	166	87	192	""	15	""	""	""	1745:10	33	1.702	89	0.730	2	""	""	""	3	3	53	7
2019	14060	1	739	Villanova	-	TEAM	-	-	-	""	""	0	""	""	215	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	739	Villanova	-	Totals	-	-	-	17	17	51	192	75	215	""	22	""	""	""	1575:46	21	1.199	73	0.777	4	""	""	""	0	1	64	7
2019	14060	1	739	Villanova	-	Opponent Totals	-	-	-	21	19	61	276	94	189	1	13	""	""	""	1575:46	17	0.971	58	0.773	5	""	""	""	2	2	111	8
2019	14060	1	746	Virginia	-	TEAM	-	-	-	1	""	2	""	1	253	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	1	746	Virginia	-	Totals	-	-	-	24	17	65	226	76	253	1	26	""	""	""	1599:59	12	0.675	48	0.800	9	""	""	""	0	0	93	10
2019	14060	1	746	Virginia	-	Opponent Totals	-	-	-	12	10	34	159	60	244	4	36	""	""	""	1599:59	24	1.350	52	0.684	5	""	""	""	1	1	62	4
2019	14060	1	742	Virginia Tech	-	TEAM	-	-	-	2	""	4	""	2	238	1	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	1
2019	14060	1	742	Virginia Tech	-	Totals	-	-	-	37	21	95	244	116	238	3	28	""	""	""	1999:40	27	1.215	99	0.786	5	""	""	""	3	4	119	11
2019	14060	1	742	Virginia Tech	-	Opponent Totals	-	-	-	27	21	75	314	126	229	""	25	""	""	""	1999:40	37	1.665	79	0.681	4	""	""	""	2	2	108	7
2019	14060	1	749	Wake Forest	-	TEAM	-	-	-	1	""	2	""	1	247	1	1	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	749	Wake Forest	-	Totals	-	-	-	52	60	164	272	130	247	3	29	""	""	""	1921:34	20	0.937	53	0.726	7	""	""	""	3	3	113	18
2019	14060	1	749	Wake Forest	-	Opponent Totals	-	-	-	20	22	62	189	73	304	6	46	""	""	""	1921:34	52	2.436	78	0.600	2	""	""	""	2	2	51	3
2019	14060	1	756	Washington	-	TEAM	-	-	-	1	""	2	""	1	225	1	3	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	1	756	Washington	-	Totals	-	-	-	31	33	95	285	125	241	1	27	""	""	""	1862:44	20	0.966	47	0.701	10	""	""	""	4	4	132	12
2019	14060	1	756	Washington	-	Opponent Totals	-	-	-	20	21	61	164	67	286	3	45	""	""	""	1862:44	31	1.498	94	0.752	4	""	""	""	1	2	70	7
2019	14060	1	768	West Virginia	-	TEAM	-	-	-	1	""	2	""	1	202	""	4	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	1
2019	14060	1	768	West Virginia	-	Totals	-	-	-	42	51	135	260	129	202	1	28	""	""	""	1898:28	27	1.280	90	0.769	5	""	""	""	2	4	109	14
2019	14060	1	768	West Virginia	-	Opponent Totals	-	-	-	27	28	82	261	117	291	1	45	""	""	""	1898:28	42	1.991	87	0.674	5	""	""	""	2	2	107	7
2019	14060	1	771	Western Ill.	-	TEAM	-	-	-	""	""	0	""	""	220	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	771	Western Ill.	-	Totals	-	-	-	13	8	34	186	67	234	2	22	""	""	""	1615:19	26	1.449	54	0.675	4	""	""	""	1	2	76	4
2019	14060	1	771	Western Ill.	-	Opponent Totals	-	-	-	26	20	72	184	80	234	1	22	""	""	""	1615:19	13	0.724	54	0.806	9	""	""	""	3	4	83	10
2019	14060	1	774	Western Mich.	-	TEAM	-	-	-	2	""	4	""	2	237	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	1	774	Western Mich.	-	Totals	-	-	-	31	26	88	217	99	240	1	29	""	""	""	1873:33	22	1.057	57	0.722	4	""	""	""	4	5	125	11
2019	14060	1	774	Western Mich.	-	Opponent Totals	-	-	-	22	26	70	217	79	264	2	26	""	""	""	1873:33	31	1.489	68	0.687	4	""	""	""	1	1	110	6
2019	14060	1	786	William & Mary	-	TEAM	-	-	-	""	""	0	""	""	238	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	786	William & Mary	-	Totals	-	-	-	25	26	76	211	84	238	""	26	""	""	""	1715:28	38	1.994	66	0.635	2	""	""	""	1	2	80	6
2019	14060	1	786	William & Mary	-	Opponent Totals	-	-	-	38	32	108	213	104	263	1	32	""	""	""	1715:28	25	1.312	59	0.702	5	""	""	""	3	4	83	10
2019	14060	1	792	Winthrop	-	TEAM	-	-	-	1	""	2	""	1	218	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	1	792	Winthrop	-	Totals	-	-	-	21	18	60	153	75	218	""	32	""	""	""	1351:20	31	2.065	57	0.648	3	""	""	""	3	3	73	4
2019	14060	1	792	Winthrop	-	Opponent Totals	-	-	-	31	28	90	220	88	193	1	18	""	""	""	1351:20	21	1.399	54	0.720	6	""	""	""	2	3	79	11
2019	14060	1	796	Wisconsin	-	TEAM	-	-	-	""	""	0	""	""	109	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	796	Wisconsin	-	Totals	-	-	-	24	20	68	205	86	219	""	21	""	""	""	1743:02	19	0.981	65	0.774	7	""	""	""	2	2	86	10
2019	14060	1	796	Wisconsin	-	Opponent Totals	-	-	-	19	19	57	202	84	228	""	26	""	""	""	1743:02	24	1.239	62	0.721	5	""	""	""	1	2	125	6
2019	14060	1	2915	Wofford	-	TEAM	-	-	-	""	""	0	""	""	191	""	1	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	2915	Wofford	-	Totals	-	-	-	19	17	55	182	75	198	1	21	""	""	""	1601:45	34	1.910	81	0.704	2	""	""	""	0	1	70	5
2019	14060	1	2915	Wofford	-	Opponent Totals	-	-	-	34	28	96	257	115	180	1	23	""	""	""	1601:45	19	1.068	56	0.747	6	""	""	""	3	3	113	11
2019	14060	1	810	Wright St.	-	TEAM	-	-	-	""	""	0	""	""	255	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	810	Wright St.	-	Totals	-	-	-	44	39	127	272	123	255	1	36	""	""	""	1785:17	21	1.059	68	0.764	6	""	""	""	3	3	91	13
2019	14060	1	810	Wright St.	-	Opponent Totals	-	-	-	21	18	60	231	89	231	""	24	""	""	""	1785:17	44	2.218	79	0.642	2	""	""	""	2	3	99	3
2019	14060	1	812	Xavier	-	TEAM	-	-	-	""	""	0	""	""	202	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	812	Xavier	-	Totals	-	-	-	30	33	93	252	95	216	1	25	""	""	""	1824:41	28	1.381	62	0.689	5	""	""	""	3	4	119	6
2019	14060	1	812	Xavier	-	Opponent Totals	-	-	-	28	23	79	203	89	218	1	19	""	""	""	1734:41	24	1.245	55	0.696	6	""	""	""	2	2	81	7
2019	14060	1	813	Yale	-	TEAM	-	-	-	""	""	0	""	""	232	""	""	""	2	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	813	Yale	-	Totals	-	-	-	20	28	68	195	83	232	""	25	""	""	""	1506:49	19	1.135	53	0.736	4	""	""	""	0	1	89	7
2019	14060	1	813	Yale	-	Opponent Totals	-	-	-	19	17	55	153	72	213	""	25	""	""	""	1506:49	20	1.195	63	0.759	3	""	""	""	0	0	63	6
