year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2016	12241	1	83	Bucknell	-	TEAM	-	-	-	2	""	4	""	98	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	1
2016	12241	1	83	Bucknell	-	Totals	-	-	-	32	32	96	299	164	1	12	""	""	""	109,744	24	1.181	100	0.806	5	""	""	""	2	89	2	""
2016	12241	1	83	Bucknell	-	Opponent Totals	-	-	-	24	22	70	286	209	1	10	""	""	""	109,744	32	1.575	98	0.754	6	""	""	""	1	85	1	""
2016	12241	1	86	Buffalo	-	TEAM	-	-	-	""	""	0	""	278	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	86	Buffalo	-	Totals	-	-	-	30	31	91	209	278	2	39	""	""	""	108,079	20	0.999	87	0.813	4	""	""	""	3	93	4	""
2016	12241	1	86	Buffalo	-	Opponent Totals	-	-	-	20	16	56	273	249	1	29	""	""	""	108,079	30	1.499	61	0.670	5	""	""	""	3	88	5	""
2016	12241	1	87	Butler	-	TEAM	-	-	-	""	""	0	""	214	""	1	""	4	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2016	12241	1	87	Butler	-	Totals	-	-	-	33	31	97	250	222	2	15	""	""	""	102,122	17	0.899	74	0.813	7	""	""	""	2	87	3	""
2016	12241	1	87	Butler	-	Opponent Totals	-	-	-	17	16	50	219	286	1	24	""	""	""	102,122	33	1.745	75	0.694	3	""	""	""	2	97	3	""
2016	12241	1	94	CSU Bakersfield	-	TEAM	-	-	-	1	""	2	""	203	1	2	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	94	CSU Bakersfield	-	Totals	-	-	-	24	20	68	201	222	1	39	""	""	""	111,589	28	1.355	77	0.733	6	""	""	""	2	93	2	""
2016	12241	1	94	CSU Bakersfield	-	Opponent Totals	-	-	-	28	25	81	248	241	1	29	""	""	""	111,589	24	1.161	57	0.704	7	""	""	""	1	85	1	""
2016	12241	1	101	CSUN	-	TEAM	-	-	-	""	""	0	""	218	""	2	""	4	1	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2016	12241	1	101	CSUN	-	Totals	-	-	-	21	25	67	171	232	2	39	""	""	""	107,121	21	1.059	88	0.807	5	""	""	""	5	74	6	""
2016	12241	1	101	CSUN	-	Opponent Totals	-	-	-	21	19	61	235	202	2	26	""	""	""	107,121	21	1.059	56	0.727	6	""	""	""	1	90	3	""
2016	12241	1	90	Cal Poly	-	TEAM	-	-	-	""	""	0	""	255	""	""	""	1	1	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	90	Cal Poly	-	Totals	-	-	-	29	28	86	240	255	1	36	""	""	""	120,469	24	1.076	70	0.745	8	""	""	""	1	75	2	""
2016	12241	1	90	Cal Poly	-	Opponent Totals	-	-	-	24	22	70	253	274	2	38	""	""	""	120,469	29	1.300	67	0.698	4	""	""	""	3	115	5	""
2016	12241	1	97	Cal St. Fullerton	-	TEAM	-	-	-	1	""	2	""	266	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2016	12241	1	97	Cal St. Fullerton	-	Totals	-	-	-	31	25	87	255	266	6	26	""	""	""	120,872	20	0.894	68	0.773	12	""	""	""	3	119	4	""
2016	12241	1	97	Cal St. Fullerton	-	Opponent Totals	-	-	-	20	15	55	210	250	3	35	""	""	""	120,872	31	1.385	67	0.684	3	""	""	""	5	90	5	""
2016	12241	1	107	California	-	TEAM	-	-	-	""	""	0	""	149	""	1	""	5	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2016	12241	1	107	California	-	Totals	-	-	-	29	36	94	214	149	1	22	""	""	""	95,153	27	1.532	62	0.697	4	""	""	""	2	83	2	""
2016	12241	1	107	California	-	Opponent Totals	-	-	-	27	19	73	217	200	1	27	""	""	""	95,153	29	1.646	59	0.670	5	""	""	""	2	90	4	""
2016	12241	1	115	Campbell	-	TEAM	-	-	-	""	""	0	""	247	1	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	115	Campbell	-	Totals	-	-	-	32	23	87	230	247	2	27	""	""	""	103,645	43	2.240	71	0.623	3	""	""	""	1	88	2	""
2016	12241	1	115	Campbell	-	Opponent Totals	-	-	-	43	28	114	251	223	""	26	""	""	""	103,645	32	1.667	82	0.719	3	""	""	""	1	102	2	""
2016	12241	1	116	Canisius	-	TEAM	-	-	-	""	""	0	""	182	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	116	Canisius	-	Totals	-	-	-	24	20	68	255	192	1	19	""	""	""	99,175	22	1.198	71	0.763	4	""	""	1	3	83	3	""
2016	12241	1	116	Canisius	-	Opponent Totals	-	-	-	22	22	66	210	236	1	29	""	""	""	99,175	24	1.307	74	0.755	7	""	""	""	1	79	1	""
2016	12241	1	1004	Central Ark.	-	TEAM	-	-	-	""	""	0	""	186	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2016	12241	1	1004	Central Ark.	-	Totals	-	-	-	15	14	44	209	196	""	21	""	""	""	98,400	48	2.634	94	0.662	2	""	""	""	1	57	1	""
2016	12241	1	1004	Central Ark.	-	Opponent Totals	-	-	-	48	44	140	290	192	""	15	""	""	""	98,400	15	15.000	72	14.933	9	""	""	""	3	114	3	""
2016	12241	1	127	Central Conn. St.	-	TEAM	-	-	-	1	""	2	""	223	""	1	""	5	1	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2016	12241	1	127	Central Conn. St.	-	Totals	-	-	-	22	16	60	147	223	""	20	""	""	""	94,706	27	1.540	81	0.750	2	""	""	""	3	84	3	""
2016	12241	1	127	Central Conn. St.	-	Opponent Totals	-	-	-	27	20	74	286	218	1	21	""	""	""	94,706	22	1.254	45	0.672	6	""	""	""	2	119	3	""
2016	12241	1	458	Charlotte	-	TEAM	-	-	-	""	""	0	""	265	""	2	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	458	Charlotte	-	Totals	-	-	-	33	31	97	316	265	""	38	""	""	""	112,511	15	0.720	49	0.766	8	""	""	""	3	125	4	""
2016	12241	1	458	Charlotte	-	Opponent Totals	-	-	-	15	11	41	174	245	3	40	""	""	""	112,511	33	1.584	113	0.774	6	""	""	""	4	60	4	""
2016	12241	1	140	Cincinnati	-	TEAM	-	-	-	""	""	0	""	250	""	2	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2016	12241	1	140	Cincinnati	-	Totals	-	-	-	26	29	81	207	263	6	29	""	""	""	107,980	34	1.700	80	0.702	3	""	""	""	2	85	2	""
2016	12241	1	140	Cincinnati	-	Opponent Totals	-	-	-	34	29	97	276	265	3	20	""	""	""	107,980	26	1.300	59	0.694	4	""	""	""	3	83	4	""
2016	12241	1	147	Clemson	-	TEAM	-	-	-	1	""	2	""	348	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	147	Clemson	-	Totals	-	-	-	52	52	156	357	348	""	38	""	""	""	135,000	22	0.880	85	0.794	9	""	""	""	5	157	5	""
2016	12241	1	147	Clemson	-	Opponent Totals	-	-	-	22	22	66	243	358	1	45	""	""	""	135,000	52	2.080	98	0.653	4	""	""	""	1	105	2	""
2016	12241	1	148	Cleveland St.	-	TEAM	-	-	-	""	""	0	""	171	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	148	Cleveland St.	-	Totals	-	-	-	19	11	49	181	185	2	21	""	""	""	107,316	23	1.157	65	0.739	7	""	""	""	2	80	2	""
2016	12241	1	148	Cleveland St.	-	Opponent Totals	-	-	-	23	22	68	248	202	""	16	""	""	""	107,316	19	0.956	55	0.743	6	""	""	""	1	96	1	""
2016	12241	1	149	Coastal Caro.	-	TEAM	-	-	-	""	""	0	""	257	""	1	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	149	Coastal Caro.	-	Totals	-	-	-	33	32	98	261	257	""	31	""	""	""	114,323	14	0.661	67	0.827	10	""	""	""	""	132	""	""
2016	12241	1	149	Coastal Caro.	-	Opponent Totals	-	-	-	14	17	45	220	216	2	33	""	""	""	114,323	33	1.559	77	0.700	3	""	""	""	2	80	2	""
2016	12241	1	1014	Col. of Charleston	-	TEAM	-	-	-	""	""	0	""	192	""	2	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2016	12241	1	1014	Col. of Charleston	-	Totals	-	-	-	21	13	55	180	192	2	32	""	""	""	95,159	22	1.248	84	0.792	5	""	""	""	2	68	2	""
2016	12241	1	1014	Col. of Charleston	-	Opponent Totals	-	-	-	22	14	58	256	180	3	25	""	""	""	95,159	21	1.192	56	0.727	4	""	""	""	5	106	5	""
2016	12241	1	153	Colgate	-	TEAM	-	-	-	""	""	0	""	180	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	153	Colgate	-	Totals	-	-	-	24	21	69	206	187	1	24	""	""	""	105,396	19	0.973	76	0.800	6	""	""	""	2	89	3	""
2016	12241	1	153	Colgate	-	Opponent Totals	-	-	-	19	17	55	234	195	""	17	""	""	""	105,396	24	1.230	68	0.739	6	""	""	2	1	87	2	""
2016	12241	1	158	Columbia	-	TEAM	-	-	-	1	""	2	""	203	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	1
2016	12241	1	158	Columbia	-	Totals	-	-	-	19	12	50	183	203	""	24	""	""	""	88,161	14	0.858	49	0.778	7	""	""	""	2	76	2	""
2016	12241	1	158	Columbia	-	Opponent Totals	-	-	-	14	13	41	137	214	""	20	""	""	""	88,161	19	1.164	64	0.771	2	""	""	""	""	48	""	""
2016	12241	1	167	Cornell	-	TEAM	-	-	-	2	""	4	""	184	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2016	12241	1	167	Cornell	-	Totals	-	-	-	9	7	25	180	184	2	21	""	""	""	94,312	23	1.317	80	0.777	2	""	""	""	2	67	2	""
2016	12241	1	167	Cornell	-	Opponent Totals	-	-	-	23	23	69	217	196	1	30	""	""	""	94,312	9	0.515	50	0.847	11	""	""	1	2	90	3	""
2016	12241	1	169	Creighton	-	TEAM	-	-	-	""	""	0	""	276	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	169	Creighton	-	Totals	-	-	-	53	47	153	449	276	""	27	""	""	""	125,928	19	0.815	53	0.736	10	""	""	""	4	137	4	""
2016	12241	1	169	Creighton	-	Opponent Totals	-	-	-	19	14	52	216	240	1	27	""	""	""	125,928	53	2.273	137	0.721	""	""	""	""	2	84	2	""
2016	12241	1	172	Dartmouth	-	TEAM	-	-	-	""	""	0	""	233	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	172	Dartmouth	-	Totals	-	-	-	24	21	69	228	233	2	28	""	""	""	105,520	13	0.665	73	0.849	11	""	""	""	""	79	""	""
2016	12241	1	172	Dartmouth	-	Opponent Totals	-	-	-	13	9	35	234	211	""	27	""	""	""	105,520	24	1.228	64	0.727	4	""	""	1	2	84	2	""
2016	12241	1	173	Davidson	-	TEAM	-	-	-	""	""	0	""	145	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	173	Davidson	-	Totals	-	-	-	18	14	50	197	149	""	17	""	""	""	103,443	32	1.670	84	0.724	1	""	""	""	""	76	1	""
2016	12241	1	173	Davidson	-	Opponent Totals	-	-	-	32	30	94	263	166	""	19	""	""	""	103,443	18	0.940	56	0.757	8	""	""	""	""	98	""	""
2016	12241	1	175	Dayton	-	TEAM	-	-	-	1	""	2	""	231	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	175	Dayton	-	Totals	-	-	-	58	50	166	414	268	1	26	""	""	""	131,578	28	1.149	63	0.692	4	""	""	""	1	154	3	""
2016	12241	1	175	Dayton	-	Opponent Totals	-	-	-	28	24	80	252	225	1	23	""	""	""	131,578	58	2.380	115	0.665	2	""	""	""	1	122	4	""
2016	12241	1	176	DePaul	-	TEAM	-	-	-	""	""	0	""	229	""	""	""	6	""	""	4	""	6	0.600	""	""	""	""	""	""	""	""
2016	12241	1	176	DePaul	-	Totals	-	-	-	20	17	57	182	242	""	30	""	""	""	101,406	29	1.544	76	0.724	4	""	""	""	2	73	2	""
2016	12241	1	176	DePaul	-	Opponent Totals	-	-	-	29	28	86	276	256	""	39	""	""	""	105,329	20	1.025	59	0.747	10	""	""	""	1	112	1	""
2016	12241	1	180	Delaware	-	TEAM	-	-	-	1	""	2	""	196	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2016	12241	1	180	Delaware	-	Totals	-	-	-	35	28	98	276	196	1	18	""	""	""	119,964	28	1.260	93	0.769	4	""	""	1	2	117	3	""
2016	12241	1	180	Delaware	-	Opponent Totals	-	-	-	28	22	78	255	206	""	23	""	""	""	119,964	35	1.575	91	0.722	6	""	""	""	1	110	1	""
2016	12241	1	183	Denver	-	TEAM	-	-	-	1	""	2	""	87	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	183	Denver	-	Totals	-	-	-	30	28	88	234	186	""	20	""	""	""	107,671	8	0.401	40	0.833	12	""	""	""	1	98	2	""
2016	12241	1	183	Denver	-	Opponent Totals	-	-	-	8	9	25	159	221	""	34	""	""	""	107,671	30	29.138	79	11.474	2	""	""	""	""	53	""	""
2016	12241	1	184	Detroit	-	TEAM	-	-	-	""	""	0	""	278	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2016	12241	1	184	Detroit	-	Totals	-	-	-	20	20	60	238	278	""	30	""	""	""	119,676	22	0.993	97	0.815	6	""	""	""	1	108	1	""
2016	12241	1	184	Detroit	-	Opponent Totals	-	-	-	22	17	61	273	242	1	25	""	""	""	119,676	20	0.902	83	0.806	7	""	""	""	1	104	2	""
2016	12241	1	189	Drake	-	TEAM	-	-	-	""	""	0	""	251	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2016	12241	1	189	Drake	-	Totals	-	-	-	32	23	87	261	251	1	38	""	""	""	118,411	25	1.140	86	0.775	7	""	""	""	1	88	1	""
2016	12241	1	189	Drake	-	Opponent Totals	-	-	-	25	25	75	243	221	""	33	""	""	""	118,411	32	1.459	94	0.746	2	""	""	""	2	102	2	""
2016	12241	1	191	Drexel	-	TEAM	-	-	-	""	""	0	""	173	""	""	""	3	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2016	12241	1	191	Drexel	-	Totals	-	-	-	12	10	34	169	173	""	15	""	""	""	103,798	38	1.977	104	0.732	4	""	""	2	1	64	1	""
2016	12241	1	191	Drexel	-	Opponent Totals	-	-	-	38	37	113	338	215	""	23	""	""	""	103,798	12	0.624	49	0.803	10	""	""	""	2	115	2	""
2016	12241	1	193	Duke	-	TEAM	-	-	-	""	""	0	""	88	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	193	Duke	-	Totals	-	-	-	36	34	106	301	255	""	30	""	""	""	107,149	30	1.512	50	0.625	3	""	""	""	2	130	2	""
2016	12241	1	193	Duke	-	Opponent Totals	-	-	-	30	27	87	206	265	3	36	""	""	""	107,149	36	1.814	97	0.729	2	""	""	""	1	90	1	""
2016	12241	1	194	Duquesne	-	TEAM	-	-	-	""	""	0	""	183	1	""	""	1	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2016	12241	1	194	Duquesne	-	Totals	-	-	-	23	20	66	213	183	2	14	""	""	""	102,641	25	1.315	73	0.745	4	""	""	""	2	106	4	""
2016	12241	1	194	Duquesne	-	Opponent Totals	-	-	-	25	20	70	253	174	2	23	""	""	""	102,641	23	1.210	48	0.676	6	""	""	""	""	90	1	""
2016	12241	1	198	ETSU	-	TEAM	-	-	-	1	""	2	""	242	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	1
2016	12241	1	198	ETSU	-	Totals	-	-	-	30	26	86	282	242	1	29	""	""	""	108,858	24	1.191	72	0.750	5	""	""	1	3	88	4	""
2016	12241	1	198	ETSU	-	Opponent Totals	-	-	-	24	22	70	222	211	1	32	""	""	""	108,858	30	1.488	74	0.712	4	""	""	1	4	111	7	""
2016	12241	1	201	Eastern Ill.	-	TEAM	-	-	-	""	""	0	""	201	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	201	Eastern Ill.	-	Totals	-	-	-	14	8	36	79	212	1	23	""	""	""	94,699	48	2.737	86	0.642	1	""	""	""	""	43	2	""
2016	12241	1	201	Eastern Ill.	-	Opponent Totals	-	-	-	48	37	133	276	169	3	19	""	""	""	94,699	14	0.798	28	0.667	9	""	""	""	4	122	6	""
2016	12241	1	1068	Elon	-	TEAM	-	-	-	2	""	4	""	300	""	1	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2016	12241	1	1068	Elon	-	Totals	-	-	-	39	35	113	290	316	1	43	""	""	""	116,277	25	1.161	74	0.747	9	""	""	""	3	111	4	""
2016	12241	1	1068	Elon	-	Opponent Totals	-	-	-	25	24	74	243	275	2	33	""	""	""	112,354	39	1.874	69	0.639	2	""	""	""	1	73	1	""
2016	12241	1	219	Evansville	-	TEAM	-	-	-	""	""	0	""	172	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2016	12241	1	219	Evansville	-	Totals	-	-	-	20	17	57	180	172	""	18	""	""	""	87,227	43	2.662	71	0.623	2	""	""	""	2	57	2	""
2016	12241	1	219	Evansville	-	Opponent Totals	-	-	-	43	44	130	238	190	1	14	""	""	""	87,227	20	1.238	48	0.706	4	""	""	""	2	95	2	""
2016	12241	1	28755	FGCU	-	TEAM	-	-	-	""	""	0	""	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	28755	FGCU	-	Totals	-	-	-	26	23	75	175	177	1	24	""	""	""	79,858	13	0.879	48	0.787	7	""	""	""	6	56	6	""
2016	12241	1	28755	FGCU	-	Opponent Totals	-	-	-	13	11	37	151	161	1	25	""	""	""	79,858	26	1.758	50	0.658	3	""	""	""	2	77	2	""
2016	12241	1	231	FIU	-	TEAM	-	-	-	1	""	2	""	239	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	231	FIU	-	Totals	-	-	-	41	36	118	294	255	1	30	""	""	""	109,652	26	1.280	50	0.658	4	""	""	""	1	98	2	""
2016	12241	1	231	FIU	-	Opponent Totals	-	-	-	26	21	73	188	202	3	24	""	""	""	109,652	41	2.019	85	0.675	5	""	""	""	5	83	6	""
2016	12241	1	220	Fairfield	-	TEAM	-	-	-	""	""	0	""	185	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2016	12241	1	220	Fairfield	-	Totals	-	-	-	18	14	50	183	185	1	20	""	""	""	105,088	19	0.976	75	0.798	7	""	""	""	1	64	2	""
2016	12241	1	220	Fairfield	-	Opponent Totals	-	-	-	19	13	51	186	236	1	34	""	""	""	105,088	18	0.925	59	0.766	6	""	""	""	2	75	3	""
2016	12241	1	222	Fairleigh Dickinson	-	TEAM	-	-	-	1	""	2	""	221	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2016	12241	1	222	Fairleigh Dickinson	-	Totals	-	-	-	18	14	50	168	221	2	23	""	""	""	96,118	37	2.079	85	0.697	""	""	""	""	1	75	1	""
2016	12241	1	222	Fairleigh Dickinson	-	Opponent Totals	-	-	-	37	32	106	291	186	""	23	""	""	""	96,118	18	1.011	56	0.757	6	""	""	""	1	119	2	""
2016	12241	1	229	Fla. Atlantic	-	TEAM	-	-	-	""	""	0	""	191	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12241	1	229	Fla. Atlantic	-	Totals	-	-	-	9	7	25	116	198	""	30	""	""	""	88,582	34	2.073	58	0.630	3	""	""	""	""	36	""	""
2016	12241	1	229	Fla. Atlantic	-	Opponent Totals	-	-	-	34	25	93	214	187	1	13	""	""	""	90,502	9	0.537	34	0.791	8	""	""	""	5	101	5	""
2016	12241	1	236	Fordham	-	TEAM	-	-	-	""	""	0	""	158	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2016	12241	1	236	Fordham	-	Totals	-	-	-	19	19	57	205	158	3	22	""	""	""	108,050	24	1.199	66	0.733	7	""	""	""	1	103	1	""
2016	12241	1	236	Fordham	-	Opponent Totals	-	-	-	24	15	63	224	211	2	23	""	""	""	108,050	19	0.950	61	0.762	7	""	""	""	1	72	2	""
