year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2015	11701	1	721	Air Force	17	1601227	Welch, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1601227	Sr	18	17	 	 	0	2	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	1	721	Air Force	3	1591890	Pujats, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1591890	Fr	18	16	 	1	1	25	 	 	4	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	1	721	Air Force	8	1509245	Jensen, Gus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1509245	Fr	18	0	3	3	9	8	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	1	721	Air Force	21	1465080	Axhoj, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465080	So	18	6	 	2	2	11	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	1	721	Air Force	18	1465077	Esparza, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465077	So	18	18	1	 	2	2	1	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11701	1	721	Air Force	16	1465076	Hill, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465076	Jr	18	1	4	 	8	14	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2015	11701	1	721	Air Force	14	1465075	Duley, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465075	So	18	17	1	1	3	25	3	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11701	1	721	Air Force	10	1465073	Modly, Zachary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465073	Sr	18	15	3	2	8	37	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	1	1	 
2015	11701	1	721	Air Force	6	1465071	Elder, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465071	So	18	18	1	2	4	49	3	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11701	1	721	Air Force	9	1465070	Ward, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11701&stats_player_seq=1465070	So	18	14	1	 	2	19	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
