year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2014	11480	1	721	Air Force	5	1254688	Frazier, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1254688	Jr	20	12	 	1	1	13	1	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	6	1131640	Downey, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1131640	Sr	20	20	1	1	3	6	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	14	1465075	Duley, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465075	Fr	20	8	1	2	4	11	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	4	1358580	Kern, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1358580	So	20	13	 	 	0	6	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	3	1251026	Payne, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1251026	Jr	20	20	1	 	2	47	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	15	1254686	McGillivray, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1254686	Jr	19	17	 	1	1	13	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	12	1131641	Klazura, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1131641	Sr	19	19	2	1	5	50	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	1	1	1
2014	11480	1	721	Air Force	19	1358579	LaPorte, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1358579	So	19	1	 	 	0	4	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	9	1465070	Ward, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465070	Fr	19	11	4	 	8	19	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	13	1373645	Thrasher, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1373645	Sr	19	14	 	 	0	4	 	 	3	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	7	1465071	Elder, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465071	Fr	18	16	2	4	8	23	 	1	5	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	11	1465074	Villamaria, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465074	So	17	10	 	1	1	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	17	1254687	Welch, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1254687	Jr	17	11	 	 	0	7	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	1	1465069	Schenk, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465069	Fr	16	16	 	 	0	 	 	 	 	 	16	16	1475:22	25	1.525	93	0.788	1	3	8	 	 	 	 	 
2014	11480	1	721	Air Force	10	1465073	Modly, Zachary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465073	Jr	14	11	3	2	8	36	1	1	2	 	 	 	 	""	""	 	""	 	 	 	 	 	1	1	1
2014	11480	1	721	Air Force	20	1373644	Dunbaker, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1373644	So	13	1	2	 	4	14	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	18	1465077	Esparza, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465077	Fr	13	12	 	 	0	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	25	1509245	Jensen, Gus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1509245	N/A	11	0	2	 	4	5	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2014	11480	1	721	Air Force	2	1465078	Meyer, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465078	Jr	9	1	 	 	0	3	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	21	1358581	Haug, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1358581	So	8	0	 	 	0	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	23	1465068	Speshock, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465068	So	7	4	 	 	0	 	 	 	 	 	6	4	391:47	11	2.527	25	0.694	 	1	3	 	 	 	 	 
2014	11480	1	721	Air Force	22	1465080	Axhoj, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465080	Fr	7	0	 	1	1	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	16	1465076	Hill, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465076	So	5	0	 	 	0	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	28	1465072	Britt, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465072	Jr	4	0	 	 	0	 	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	30	1131642	Kim, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1131642	Sr	3	3	 	 	0	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	8	1508230	Heer, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1508230	N/A	3	0	 	 	0	1	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	0	1465082	Hoxie, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465082	So	2	0	 	 	0	 	 	 	 	 	2	 	46:49	0	0.000	2	1.000	 	 	 	 	 	 	 	 
2014	11480	1	721	Air Force	24	1465079	McGuire, Kenton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1465079	Fr	1	0	 	 	0	 	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	8	1462204	Souto, Victor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462204	Fr	22	22	 	 	0	27	 	1	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	2	1344940	Souders, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1344940	So	22	21	 	 	0	4	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	6	1462195	Najem, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462195	Fr	22	20	4	9	17	45	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2014	11480	1	5	Akron	14	1007675	Stevenson, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1007675	Sr	22	21	5	5	15	76	 	 	4	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2014	11480	1	5	Akron	23	1344929	Derschang, Robbie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1344929	Sr	20	18	4	1	9	32	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	3
2014	11480	1	5	Akron	4	1229252	Gallego, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1229252	Jr	20	20	 	 	0	11	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	3	1344928	Abdul-Salaam, Saad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1344928	Jr	20	19	 	5	5	28	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	13	1229265	Portillos, Zac	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1229265	Sr	19	15	3	2	8	43	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2014	11480	1	5	Akron	7	1119300	Brenes, Reinaldo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1119300	Sr	18	18	8	2	18	56	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	1	2	5
2014	11480	1	5	Akron	1	1344936	Pina, Fernando	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1344936	So	18	18	 	 	0	 	 	 	2	 	18	18	1731:03	12	0.624	43	0.782	8	14	3	 	 	 	 	 
2014	11480	1	5	Akron	5	1344931	Foldesy, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1344931	So	18	10	 	2	2	12	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	10	1229266	Quinn, Aodhan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1229266	Sr	18	15	7	1	15	57	 	 	2	 	 	 	 	""	""	 	""	 	 	 	 	 	1	2	3
2014	11480	1	5	Akron	15	1462189	Cross, Louis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462189	So	17	13	 	 	0	8	 	 	3	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	25	1462188	Caso, Clint	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462188	Fr	16	2	 	 	0	5	 	 	1	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	17	1462193	Grant, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462193	Fr	11	0	 	 	0	5	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	21	1462194	Gravatt, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462194	Fr	11	2	 	 	0	3	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11480	1	5	Akron	11	1462197	Seremba, Ismail	http://stats.ncaa.org/player?game_sport_year_ctl_id=11480&stats_player_seq=1462197	Fr	9	2	1	2	4	13	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
