A&M-Corpus Christi,26172,2018,-,0,-,2017-18,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2018,-,0,-,2017-18,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2018,"Deans, Andrew",1829916,So.,2017-18,13,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Gil, Jaret",1947155,Fr.,2017-18,14,1,0.07,1,0.07,3,0.21,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Gutierrez, Bobby",1695670,Jr.,2017-18,18,2,0.11,4,0.22,8,0.44,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Hadeen, Oliver",1947762,Fr.,2017-18,8,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Heinrichs, Connor",1603759,Jr.,2017-18,18,1,0.06,0,-,2,0.11,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Jensson, Kris",1947154,Fr.,2017-18,15,0,-,0,-,0,-,1283:48,22,0.03,57,2
Academy of Art,30123,2018,"Jóhannesson, Jón",1603755,Sr.,2017-18,17,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Kiser, Zak",1947156,So.,2017-18,16,1,0.06,0,-,2,0.13,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Lacey, Connor",1947765,Fr.,2017-18,11,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Mason, Mykal",1947157,Fr.,2017-18,16,0,-,1,0.06,1,0.06,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Mendez, Kevin",1695665,Jr.,2017-18,6,0,-,0,-,0,-,327:26,11,0.05,13,0
Academy of Art,30123,2018,"Navarro, Jonny",1829912,Sr.,2017-18,15,2,0.13,1,0.07,5,0.33,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Payerchin, Dominic",1603754,Sr.,2017-18,18,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Primbas, Jakob",1829909,So.,2017-18,1,0,-,0,-,0,-,45:00,0,0.00,1,0
Academy of Art,30123,2018,"Quiros, Isiah",1829914,So.,2017-18,16,2,0.13,0,-,4,0.25,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Seech, Jordan",1695678,Jr.,2017-18,17,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Sigurdarson, David",1829911,Jr.,2017-18,13,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Sprague, Christian",1842632,Jr.,2017-18,11,1,0.09,0,-,2,0.18,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Sullivan, Timothy",1695667,So.,2017-18,10,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Tombach, Alexander",1603758,Sr.,2017-18,6,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2018,"Walsh, Alex",1603756,Sr.,2017-18,16,2,0.13,1,0.06,5,0.31,0:00,0,0.00,0,0
Adams St.,929,2018,"Barba, Leo",1805015,So.,2017-18,18,5,0.28,1,0.06,11,0.61,0:00,0,0.00,0,0
Adams St.,929,2018,"Baumeister, Austin",1613303,Sr.,2017-18,17,0,-,0,-,0,-,1563:12,25,0.02,78,4
Adams St.,929,2018,"Beardslee, Joshua",1617936,Sr.,2017-18,14,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2018,"Castro, Carlos",1612414,Sr.,2017-18,18,1,0.06,2,0.11,4,0.22,0:00,0,0.00,0,0
